"","Age","pop_linear","pop_spline","adminCode","adminNameAsUsed"
"464","59",90487.4331338448,89582.1510273273,"ET04","Oromia"
"465","60",87952.4117251634,87451.6106489002,"ET04","Oromia"
"466","61",85417.3903164819,85353.1769524761,"ET04","Oromia"
"467","62",82882.3689078004,82882.3689078004,"ET04","Oromia"
"468","63",78962.2424498015,79734.6723583473,"ET04","Oromia"
"469","64",75042.1159918026,76005.4406425048,"ET04","Oromia"
"470","65",71121.9895338038,71889.9939723894,"ET04","Oromia"
"471","66",67201.8630758049,67583.6525601177,"ET04","Oromia"
"472","67",63281.736617806,63281.736617806,"ET04","Oromia"
"473","68",59291.1287843504,59136.7979661374,"ET04","Oromia"
"474","69",55300.5209508949,55130.3148600603,"ET04","Oromia"
"475","70",51309.9131174393,51200.9971630898,"ET04","Oromia"
"476","71",47319.3052839838,47287.5547387408,"ET04","Oromia"
"477","72",43328.6974505282,43328.6974505282,"ET04","Oromia"
"478","73",39573.7164121277,39293.9012338389,"ET04","Oromia"
"479","74",35818.7353737272,35275.7063115475,"ET04","Oromia"
"480","75",32063.7543353268,31397.4189784006,"ET04","Oromia"
"481","76",28308.7732969263,27782.3455291445,"ET04","Oromia"
"482","77",24553.7922585258,24553.7922585258,"ET04","Oromia"
"483","78",22392.3338068206,21796.841070082,"ET04","Oromia"
"484","79",20230.8753551155,19443.6763025149,"ET04","Oromia"
"485","80",18069.4169034103,17388.257903317,"ET04","Oromia"
"486","81",15907.9584517052,15524.5458199812,"ET04","Oromia"
"487","82",13746.5,13746.5,"ET04","Oromia"
"488","83",12108.6336,11973.0988307649,"ET04","Oromia"
"489","84",10470.7672,10223.3944592623,"ET04","Oromia"
"490","85",8832.9008,8541.45747237726,"ET04","Oromia"
"491","86",7195.0344,6971.3584569948,"ET04","Oromia"
"492","87",5557.168,5557.168,"ET04","Oromia"
"493","88",4685.9444,4333.6265712234,"ET04","Oromia"
"494","89",3814.7208,3298.15417227733,"ET04","Oromia"
"495","90",2943.4972,2438.84068771955,"ET04","Oromia"
"496","91",2072.2736,1743.77600210785,"ET04","Oromia"
"497","92",1201.05,1201.05,"ET04","Oromia"
"498","93",989.2136,797.042340341453,"ET04","Oromia"
"499","94",777.3772,511.291779628357,"ET04","Oromia"
"500","95",565.5408,321.626848744535,"ET04","Oromia"
"501","96",353.7044,205.876078573808,"ET04","Oromia"
"502","97",141.868,141.868,"ET04","Oromia"
"503","98",125.912,109.483543066255,"ET04","Oromia"
"504","99",109.956,96.8132344530039,"ET04","Oromia"
"505","100",94,94,"ET04","Oromia"
"506","<1",76260.6371458647,76260.6371458647,"ET05","Somali"
"507","1",73364.1043791346,72681.4163283577,"ET05","Somali"
"508","2",70467.5716124045,70467.5716124045,"ET05","Somali"
"509","3",73755.9714835762,70658.4184424224,"ET05","Somali"
"510","4",77044.3713547478,72989.0296342825,"ET05","Somali"
"511","5",80332.7712259195,76868.4173467195,"ET05","Somali"
"512","6",83621.1710970912,81705.593738468,"ET05","Somali"
"513","7",86909.5709682628,86909.5709682628,"ET05","Somali"
"514","8",89781.606671319,91917.5440287577,"ET05","Somali"
"515","9",92653.6423743751,96279.4392482833,"ET05","Somali"
"516","10",95525.6780774313,99573.3657890895,"ET05","Somali"
"517","11",98397.7137804874,101377.432813426,"ET05","Somali"
"518","12",101269.749483544,101269.749483544,"ET05","Somali"
"519","13",96870.4641883114,99004.3003601535,"ET05","Somali"
"520","14",92471.1788930791,95038.5715978181,"ET05","Somali"
"521","15",88071.8935978469,90005.9247495616,"ET05","Somali"
"522","16",83672.6083026146,84539.7213684083,"ET05","Somali"
"523","17",79273.3230073824,79273.3230073824,"ET05","Somali"
"524","18",75608.904260599,74702.8525668159,"ET05","Somali"
"525","19",71944.4855138155,70775.4783362711,"ET05","Somali"
"526","20",68280.0667670321,67301.1299526178,"ET05","Somali"
"527","21",64615.6480202486,64089.7370527259,"ET05","Somali"
"528","22",60951.2292734652,60951.2292734652,"ET05","Somali"
"529","23",58381.2867382462,57762.7523486679,"ET05","Somali"
"530","24",55811.3442030271,54670.3164000158,"ET05","Somali"
"531","25",53241.4016678081,51887.1476461527,"ET05","Somali"
"532","26",50671.459132589,49626.4723057228,"ET05","Somali"
"533","27",48101.51659737,48101.51659737,"ET05","Somali"
"534","28",48054.4440406076,47436.6323687324,"ET05","Somali"
"535","29",48007.3714838452,47400.6739834242,"ET05","Somali"
"536","30",47960.2989270828,47673.6214340536,"ET05","Somali"
"537","31",47913.2263703204,47935.4547132288,"ET05","Somali"
"538","32",47866.153813558,47866.153813558,"ET05","Somali"
"539","33",46718.9014552914,47231.9223728369,"ET05","Somali"
"540","34",45571.6490970249,46143.8586096106,"ET05","Somali"
"541","35",44424.3967387583,44799.2843876115,"ET05","Somali"
"542","36",43277.1443804918,43395.5215705722,"ET05","Somali"
"543","37",42129.8920222252,42129.8920222252,"ET05","Somali"
"544","38",40911.9701552855,41129.7997994711,"ET05","Somali"
"545","39",39694.0482883458,40242.977731883,"ET05","Somali"
"546","40",38476.1264214062,39247.2408422021,"ET05","Somali"
"547","41",37258.2045544665,37920.4041531696,"ET05","Somali"
"548","42",36040.2826875268,36040.2826875268,"ET05","Somali"
"549","43",33184.1684989006,33474.2577259212,"ET05","Somali"
"550","44",30328.0543102743,30447.9755806259,"ET05","Somali"
"551","45",27471.9401216481,27276.6488218203,"ET05","Somali"
"552","46",24615.8259330218,24275.4900196837,"ET05","Somali"
"553","47",21759.7117443956,21759.7117443956,"ET05","Somali"
"554","48",20628.6435018713,19953.4097845739,"ET05","Somali"
"555","49",19497.5752593471,18716.2128025905,"ET05","Somali"
"556","50",18366.5070168228,17816.6326792558,"ET05","Somali"
"557","51",17235.4387742986,17023.1812953803,"ET05","Somali"
"558","52",16104.3705317743,16104.3705317743,"ET05","Somali"
"559","53",14822.870807533,14894.0645097636,"ET05","Somali"
"560","54",13541.3710832918,13487.5363127353,"ET05","Somali"
"561","55",12259.8713590505,12045.4112645917,"ET05","Somali"
"562","56",10978.3716348092,10728.3146892351,"ET05","Somali"
"563","57",9696.87191056794,9696.87191056794,"ET05","Somali"
"564","58",9322.84394675376,9058.75129879131,"ET05","Somali"
"565","59",8948.81598293959,8709.79340930119,"ET05","Somali"
"566","60",8574.78801912541,8492.8818437923,"ET05","Somali"
"567","61",8200.76005531124,8250.90020395935,"ET05","Somali"
"568","62",7826.73209149706,7826.73209149706,"ET05","Somali"
"569","63",6962.72740539103,7111.5226133954,"ET05","Somali"
"570","64",6098.722719285,6189.46289782533,"ET05","Somali"
"571","65",5234.71803317896,5193.00557825308,"ET05","Somali"
"572","66",4370.71334707293,4254.60328814487,"ET05","Somali"
"573","67",3506.7086609669,3506.7086609669,"ET05","Somali"
"574","68",3371.06053454596,3046.31653329351,"ET05","Somali"
"575","69",3235.41240812502,2828.59055413147,"ET05","Somali"
"576","70",3099.76428170408,2773.23657559565,"ET05","Somali"
"577","71",2964.11615528314,2799.96044980093,"ET05","Somali"
"578","72",2828.4680288622,2828.4680288622,"ET05","Somali"
"579","73",2676.31101953839,2793.50689818404,"ET05","Somali"
"580","74",2524.15401021458,2689.99157632989,"ET05","Somali"
"581","75",2371.99700089078,2527.87831515293,"ET05","Somali"
"582","76",2219.83999156697,2317.1233665063,"ET05","Somali"
"583","77",2067.68298224316,2067.68298224316,"ET05","Somali"
"584","78",1804.77838579453,1790.82934748436,"ET05","Somali"
"585","79",1541.8737893459,1503.09838042142,"ET05","Somali"
"586","80",1278.96919289726,1222.34193251357,"ET05","Somali"
"587","81",1016.06459644863,966.411855220028,"ET05","Somali"
"588","82",753.16,753.16,"ET05","Somali"
"589","83",663.432,595.259267464106,"ET05","Somali"
"590","84",573.704,484.666754828552,"ET05","Somali"
"591","85",483.976,408.160608460945,"ET05","Somali"
"592","86",394.248,352.518974728893,"ET05","Somali"
"593","87",304.52,304.52,"ET05","Somali"
"594","88",256.786,253.737429567721,"ET05","Somali"
"595","89",209.052,200.927404428895,"ET05","Somali"
"596","90",161.318,149.641664506208,"ET05","Somali"
"597","91",113.584,103.431949722348,"ET05","Somali"
"598","92",65.85,65.85,"ET05","Somali"
"599","93",54.2344,39.4563902650111,"ET05","Somali"
"600","94",42.6188,22.8470354558688,"ET05","Somali"
"601","95",31.0032,13.626685514221,"ET05","Somali"
"602","96",19.3876,9.40009038171549,"ET05","Somali"
"603","97",7.772,7.77200000000001,"ET05","Somali"
"604","98",6.848,6.73508072642341,"ET05","Somali"
"605","99",5.924,5.83366458113873,"ET05","Somali"
"606","100",5,5,"ET05","Somali"
"607","<1",23127.1246401108,23127.1246401108,"ET06","Benshangul-Gumaz"
"608","1",22248.7078951634,22249.1705532723,"ET06","Benshangul-Gumaz"
"609","2",21370.291150216,21370.291150216,"ET06","Benshangul-Gumaz"
"610","3",20542.7756401229,20491.9857969298,"ET06","Benshangul-Gumaz"
"611","4",19715.2601300298,19625.452588224,"ET06","Benshangul-Gumaz"
"612","5",18887.7446199366,18784.3143011149,"ET06","Benshangul-Gumaz"
"613","6",18060.2291098435,17982.1937126183,"ET06","Benshangul-Gumaz"
"614","7",17232.7135997504,17232.7135997504,"ET06","Benshangul-Gumaz"
"615","8",16762.095706419,16550.5199936688,"ET06","Benshangul-Gumaz"
"616","9",16291.4778130877,15954.351942097,"ET06","Benshangul-Gumaz"
"617","10",15820.8599197563,15463.9717469005,"ET06","Benshangul-Gumaz"
"618","11",15350.242026425,15099.1417099443,"ET06","Benshangul-Gumaz"
"619","12",14879.6241330936,14879.6241330936,"ET06","Benshangul-Gumaz"
"620","13",14844.5036246049,14809.5862612133,"ET06","Benshangul-Gumaz"
"621","14",14809.3831161162,14830.8151111663,"ET06","Benshangul-Gumaz"
"622","15",14774.2626076275,14869.5026428151,"ET06","Benshangul-Gumaz"
"623","16",14739.1420991388,14851.8408160222,"ET06","Benshangul-Gumaz"
"624","17",14704.0215906501,14704.0215906501,"ET06","Benshangul-Gumaz"
"625","18",14299.4676796871,14378.2526782057,"ET06","Benshangul-Gumaz"
"626","19",13894.9137687242,13930.8047967734,"ET06","Benshangul-Gumaz"
"627","20",13490.3598577613,13443.9644160818,"ET06","Benshangul-Gumaz"
"628","21",13085.8059467983,13000.0180058595,"ET06","Benshangul-Gumaz"
"629","22",12681.2520358354,12681.2520358354,"ET06","Benshangul-Gumaz"
"630","23",12511.5893022051,12537.8552408459,"ET06","Benshangul-Gumaz"
"631","24",12341.9265685749,12491.6254161596,"ET06","Benshangul-Gumaz"
"632","25",12172.2638349447,12432.262622153,"ET06","Benshangul-Gumaz"
"633","26",12002.6011013144,12249.4669192023,"ET06","Benshangul-Gumaz"
"634","27",11832.9383676842,11832.9383676842,"ET06","Benshangul-Gumaz"
"635","28",10975.2346669078,11113.6619469273,"ET06","Benshangul-Gumaz"
"636","29",10117.5309661314,10187.76231207,"ET06","Benshangul-Gumaz"
"637","30",9259.82726535498,9192.64903720298,"ET06","Benshangul-Gumaz"
"638","31",8402.12356457858,8265.73169641681,"ET06","Benshangul-Gumaz"
"639","32",7544.41986380218,7544.41986380218,"ET06","Benshangul-Gumaz"
"640","33",7383.51485543786,7125.39204469379,"ET06","Benshangul-Gumaz"
"641","34",7222.60984707354,6942.40246940251,"ET06","Benshangul-Gumaz"
"642","35",7061.70483870922,6888.47429948327,"ET06","Benshangul-Gumaz"
"643","36",6900.7998303449,6856.63069649099,"ET06","Benshangul-Gumaz"
"644","37",6739.89482198058,6739.89482198058,"ET06","Benshangul-Gumaz"
"645","38",6343.63894576593,6460.2496247856,"ET06","Benshangul-Gumaz"
"646","39",5947.38306955128,6055.5172028541,"ET06","Benshangul-Gumaz"
"647","40",5551.12719333662,5592.47944141276,"ET06","Benshangul-Gumaz"
"648","41",5154.87131712197,5137.91822568828,"ET06","Benshangul-Gumaz"
"649","42",4758.61544090732,4758.61544090732,"ET06","Benshangul-Gumaz"
"650","43",4619.42189598798,4503.22740231435,"ET06","Benshangul-Gumaz"
"651","44",4480.22835106864,4347.90814522489,"ET06","Benshangul-Gumaz"
"652","45",4341.0348061493,4250.68613497225,"ET06","Benshangul-Gumaz"
"653","46",4201.84126122996,4169.58983688973,"ET06","Benshangul-Gumaz"
"654","47",4062.64771631062,4062.64771631062,"ET06","Benshangul-Gumaz"
"655","48",3845.96909859799,3898.35230708916,"ET06","Benshangul-Gumaz"
"656","49",3629.29048088536,3687.05241716326,"ET06","Benshangul-Gumaz"
"657","50",3412.61186317272,3449.56092299178,"ET06","Benshangul-Gumaz"
"658","51",3195.93324546009,3206.69070103356,"ET06","Benshangul-Gumaz"
"659","52",2979.25462774746,2979.25462774746,"ET06","Benshangul-Gumaz"
"660","53",2828.00920419089,2783.43350233237,"ET06","Benshangul-Gumaz"
"661","54",2676.76378063432,2616.87981494739,"ET06","Benshangul-Gumaz"
"662","55",2525.51835707776,2472.61397849167,"ET06","Benshangul-Gumaz"
"663","56",2374.27293352119,2343.65640586436,"ET06","Benshangul-Gumaz"
"664","57",2223.02750996462,2223.02750996462,"ET06","Benshangul-Gumaz"
"665","58",2113.29865710042,2105.13854859394,"ET06","Benshangul-Gumaz"
"666","59",2003.56980423621,1989.96415916324,"ET06","Benshangul-Gumaz"
"667","60",1893.84095137201,1878.86982398578,"ET06","Benshangul-Gumaz"
"668","61",1784.1120985078,1773.22102537481,"ET06","Benshangul-Gumaz"
"669","62",1674.3832456436,1674.3832456436,"ET06","Benshangul-Gumaz"
"670","63",1588.89838028256,1583.05642636693,"ET06","Benshangul-Gumaz"
"671","64",1503.41351492152,1497.27834616568,"ET06","Benshangul-Gumaz"
"672","65",1417.92864956047,1414.42124292224,"ET06","Benshangul-Gumaz"
"673","66",1332.44378419943,1331.85735451901,"ET06","Benshangul-Gumaz"
"674","67",1246.95891883839,1246.95891883839,"ET06","Benshangul-Gumaz"
"675","68",1160.51819955731,1158.05240148496,"ET06","Benshangul-Gumaz"
"676","69",1074.07748027623,1067.28117895212,"ET06","Benshangul-Gumaz"
"677","70",987.636760995144,977.742855455451,"ET06","Benshangul-Gumaz"
"678","71",901.196041714063,892.535035210544,"ET06","Benshangul-Gumaz"
"679","72",814.755322432982,814.755322432982,"ET06","Benshangul-Gumaz"
"680","73",757.733203577034,746.572923018772,"ET06","Benshangul-Gumaz"
"681","74",700.711084721087,686.443449585594,"ET06","Benshangul-Gumaz"
"682","75",643.688965865139,631.894116431547,"ET06","Benshangul-Gumaz"
"683","76",586.666847009192,580.452137854731,"ET06","Benshangul-Gumaz"
"684","77",529.644728153244,529.644728153244,"ET06","Benshangul-Gumaz"
"685","78",479.385782522595,477.637271919512,"ET06","Benshangul-Gumaz"
"686","79",429.126836891946,425.147834923265,"ET06","Benshangul-Gumaz"
"687","80",378.867891261298,373.532653228559,"ET06","Benshangul-Gumaz"
"688","81",328.608945630649,324.147962899452,"ET06","Benshangul-Gumaz"
"689","82",278.35,278.35,"ET06","Benshangul-Gumaz"
"690","83",245.2016,237.190829720743,"ET06","Benshangul-Gumaz"
"691","84",212.0532,200.505833758155,"ET06","Benshangul-Gumaz"
"692","85",178.9048,167.826222935197,"ET06","Benshangul-Gumaz"
"693","86",145.7564,138.683208074825,"ET06","Benshangul-Gumaz"
"694","87",112.608,112.608,"ET06","Benshangul-Gumaz"
"695","88",94.9464,89.2314780119784,"ET06","Benshangul-Gumaz"
"696","89",77.2848,68.5831953252146,"ET06","Benshangul-Gumaz"
"697","90",59.6232,50.7923736324615,"ET06","Benshangul-Gumaz"
"698","91",41.9616,35.9882346264723,"ET06","Benshangul-Gumaz"
"699","92",24.3,24.3,"ET06","Benshangul-Gumaz"
"700","93",20.02,15.7431302313436,"ET06","Benshangul-Gumaz"
"701","94",15.74,9.87804094098622,"ET06","Benshangul-Gumaz"
"702","95",11.46,6.15138653495708,"ET06","Benshangul-Gumaz"
"703","96",7.18,4.00982141928528,"ET06","Benshangul-Gumaz"
"704","97",2.9,2.9,"ET06","Benshangul-Gumaz"
"705","98",2.6,2.33422327643575,"ET06","Benshangul-Gumaz"
"706","99",2.3,2.0873786211486,"ET06","Benshangul-Gumaz"
"707","100",2,2,"ET06","Benshangul-Gumaz"
"708","<1",434877.506139889,434877.506139889,"ET07","SouthernNations,NationalitiesandPeoples"
"709","1",418321.132917363,416706.237863396,"ET07","SouthernNations,NationalitiesandPeoples"
"710","2",401764.759694837,401764.759694837,"ET07","SouthernNations,NationalitiesandPeoples"
"711","3",396640.46704741,392383.63311982,"ET07","SouthernNations,NationalitiesandPeoples"
"712","4",391516.174399982,387296.505134635,"ET07","SouthernNations,NationalitiesandPeoples"
"713","5",386391.881752554,384337.794113245,"ET07","SouthernNations,NationalitiesandPeoples"
"714","6",381267.589105126,381341.918429612,"ET07","SouthernNations,NationalitiesandPeoples"
"715","7",376143.296457698,376143.296457698,"ET07","SouthernNations,NationalitiesandPeoples"
"716","8",363425.642569846,367146.277704712,"ET07","SouthernNations,NationalitiesandPeoples"
"717","9",350707.988681994,355034.936210851,"ET07","SouthernNations,NationalitiesandPeoples"
"718","10",337990.334794142,341063.277149557,"ET07","SouthernNations,NationalitiesandPeoples"
"719","11",325272.68090629,326485.305694271,"ET07","SouthernNations,NationalitiesandPeoples"
"720","12",312555.027018438,312555.027018438,"ET07","SouthernNations,NationalitiesandPeoples"
"721","13",301752.858856371,300222.726133951,"ET07","SouthernNations,NationalitiesandPeoples"
"722","14",290950.690694304,289223.807406517,"ET07","SouthernNations,NationalitiesandPeoples"
"723","15",280148.522532238,278989.955040292,"ET07","SouthernNations,NationalitiesandPeoples"
"724","16",269346.354370171,268952.853239435,"ET07","SouthernNations,NationalitiesandPeoples"
"725","17",258544.186208104,258544.186208104,"ET07","SouthernNations,NationalitiesandPeoples"
"726","18",249284.698331365,247445.321567133,"ET07","SouthernNations,NationalitiesandPeoples"
"727","19",240025.210454626,236336.360604062,"ET07","SouthernNations,NationalitiesandPeoples"
"728","20",230765.722577888,226147.088023107,"ET07","SouthernNations,NationalitiesandPeoples"
"729","21",221506.234701149,217807.288528484,"ET07","SouthernNations,NationalitiesandPeoples"
"730","22",212246.74682441,212246.74682441,"ET07","SouthernNations,NationalitiesandPeoples"
"731","23",210643.197989088,209959.676677805,"ET07","SouthernNations,NationalitiesandPeoples"
"732","24",209039.649153766,209698.008106403,"ET07","SouthernNations,NationalitiesandPeoples"
"733","25",207436.100318444,209778.100190642,"ET07","SouthernNations,NationalitiesandPeoples"
"734","26",205832.551483122,208516.312010962,"ET07","SouthernNations,NationalitiesandPeoples"
"735","27",204229.0026478,204229.0026478,"ET07","SouthernNations,NationalitiesandPeoples"
"736","28",193595.060608549,195813.147874046,"ET07","SouthernNations,NationalitiesandPeoples"
"737","29",182961.118569298,184488.190232397,"ET07","SouthernNations,NationalitiesandPeoples"
"738","30",172327.176530047,172054.188957998,"ET07","SouthernNations,NationalitiesandPeoples"
"739","31",161693.234490796,160311.203285999,"ET07","SouthernNations,NationalitiesandPeoples"
"740","32",151059.292451546,151059.292451546,"ET07","SouthernNations,NationalitiesandPeoples"
"741","33",148241.482187603,145552.93414626,"ET07","SouthernNations,NationalitiesandPeoples"
"742","34",145423.67192366,142864.279887656,"ET07","SouthernNations,NationalitiesandPeoples"
"743","35",142605.861659718,141519.899649724,"ET07","SouthernNations,NationalitiesandPeoples"
"744","36",139788.051395775,140046.363406453,"ET07","SouthernNations,NationalitiesandPeoples"
"745","37",136970.241131832,136970.241131832,"ET07","SouthernNations,NationalitiesandPeoples"
"746","38",129438.243595878,131244.738520442,"ET07","SouthernNations,NationalitiesandPeoples"
"747","39",121906.246059923,123529.60414923,"ET07","SouthernNations,NationalitiesandPeoples"
"748","40",114374.248523968,114911.222315736,"ET07","SouthernNations,NationalitiesandPeoples"
"749","41",106842.250988014,106475.977317499,"ET07","SouthernNations,NationalitiesandPeoples"
"750","42",99310.2534520588,99310.2534520588,"ET07","SouthernNations,NationalitiesandPeoples"
"751","43",96011.953161947,94198.6018207213,"ET07","SouthernNations,NationalitiesandPeoples"
"752","44",92713.6528718353,90718.2407398583,"ET07","SouthernNations,NationalitiesandPeoples"
"753","45",89415.3525817235,88144.5553296082,"ET07","SouthernNations,NationalitiesandPeoples"
"754","46",86117.0522916118,85752.9307101093,"ET07","SouthernNations,NationalitiesandPeoples"
"755","47",82818.7520015,82818.7520015,"ET07","SouthernNations,NationalitiesandPeoples"
"756","48",78179.8547874771,78817.2142407566,"ET07","SouthernNations,NationalitiesandPeoples"
"757","49",73540.9575734542,74022.7521322073,"ET07","SouthernNations,NationalitiesandPeoples"
"758","50",68902.0603594314,68909.6102970183,"ET07","SouthernNations,NationalitiesandPeoples"
"759","51",64263.1631454085,63952.0333563556,"ET07","SouthernNations,NationalitiesandPeoples"
"760","52",59624.2659313856,59624.2659313856,"ET07","SouthernNations,NationalitiesandPeoples"
"761","53",57320.3001028012,56273.1390713201,"ET07","SouthernNations,NationalitiesandPeoples"
"762","54",55016.3342742167,53735.8295375542,"ET07","SouthernNations,NationalitiesandPeoples"
"763","55",52712.3684456323,51722.1005195288,"ET07","SouthernNations,NationalitiesandPeoples"
"764","56",50408.4026170478,49941.7152066849,"ET07","SouthernNations,NationalitiesandPeoples"
"765","57",48104.4367884634,48104.4367884634,"ET07","SouthernNations,NationalitiesandPeoples"
"766","58",45736.351299458,45986.8896510756,"ET07","SouthernNations,NationalitiesandPeoples"
"767","59",43368.2658104526,43633.1429678151,"ET07","SouthernNations,NationalitiesandPeoples"
"768","60",41000.1803214472,41154.1271087457,"ET07","SouthernNations,NationalitiesandPeoples"
"769","61",38632.0948324418,38660.7724439315,"ET07","SouthernNations,NationalitiesandPeoples"
"770","62",36264.0093434364,36264.0093434364,"ET07","SouthernNations,NationalitiesandPeoples"
"771","63",34214.3888379961,34046.0023897904,"ET07","SouthernNations,NationalitiesandPeoples"
"772","64",32164.7683325558,31973.8530153873,"ET07","SouthernNations,NationalitiesandPeoples"
"773","65",30115.1478271154,29985.8968650871,"ET07","SouthernNations,NationalitiesandPeoples"
"774","66",28065.5273216751,28020.4695837496,"ET07","SouthernNations,NationalitiesandPeoples"
"775","67",26015.9068162348,26015.9068162348,"ET07","SouthernNations,NationalitiesandPeoples"
"776","68",24081.7750370712,23935.3237247171,"ET07","SouthernNations,NationalitiesandPeoples"
"777","69",22147.6432579077,21840.9535406291,"ET07","SouthernNations,NationalitiesandPeoples"
"778","70",20213.5114787441,19819.8090127183,"ET07","SouthernNations,NationalitiesandPeoples"
"779","71",18279.3796995805,17958.9028897318,"ET07","SouthernNations,NationalitiesandPeoples"
"780","72",16345.2479204169,16345.2479204169,"ET07","SouthernNations,NationalitiesandPeoples"
"781","73",15300.4300883385,15034.5766309207,"ET07","SouthernNations,NationalitiesandPeoples"
"782","74",14255.6122562601,13957.5006569883,"ET07","SouthernNations,NationalitiesandPeoples"
"783","75",13210.7944241817,13013.3514117649,"ET07","SouthernNations,NationalitiesandPeoples"
"784","76",12165.9765921033,12101.4603083954,"ET07","SouthernNations,NationalitiesandPeoples"
"785","77",11121.1587600249,11121.1587600249,"ET07","SouthernNations,NationalitiesandPeoples"
"786","78",9955.64500801994,10000.7661493725,"ET07","SouthernNations,NationalitiesandPeoples"
"787","79",8790.13125601495,8784.55373745393,"ET07","SouthernNations,NationalitiesandPeoples"
"788","80",7624.61750400997,7545.78075485906,"ET07","SouthernNations,NationalitiesandPeoples"
"789","81",6459.10375200498,6357.70643217779,"ET07","SouthernNations,NationalitiesandPeoples"
"790","82",5293.59,5293.59,"ET07","SouthernNations,NationalitiesandPeoples"
"791","83",4662.8928,4408.63992677709,"ET07","SouthernNations,NationalitiesandPeoples"
"792","84",4032.1956,3685.86163240659,"ET07","SouthernNations,NationalitiesandPeoples"
"793","85",3401.4984,3090.20977464754,"ET07","SouthernNations,NationalitiesandPeoples"
"794","86",2770.8012,2586.63901125899,"ET07","SouthernNations,NationalitiesandPeoples"
"795","87",2140.104,2140.104,"ET07","SouthernNations,NationalitiesandPeoples"
"796","88",1804.5732,1722.96797265188,"ET07","SouthernNations,NationalitiesandPeoples"
"797","89",1469.0424,1337.2284570851,"ET07","SouthernNations,NationalitiesandPeoples"
"798","90",1133.5116,992.29155519237,"ET07","SouthernNations,NationalitiesandPeoples"
"799","91",797.9808,697.563368866427,"ET07","SouthernNations,NationalitiesandPeoples"
"800","92",462.45,462.45,"ET07","SouthernNations,NationalitiesandPeoples"
"801","93",380.8872,292.712086615368,"ET07","SouthernNations,NationalitiesandPeoples"
"802","94",299.3244,179.528411253016,"ET07","SouthernNations,NationalitiesandPeoples"
"803","95",217.7616,110.43229258298,"ET07","SouthernNations,NationalitiesandPeoples"
"804","96",136.1988,72.9570492752963,"ET07","SouthernNations,NationalitiesandPeoples"
"805","97",54.636,54.636,"ET07","SouthernNations,NationalitiesandPeoples"
"806","98",48.424,44.7087151653202,"ET07","SouthernNations,NationalitiesandPeoples"
"807","99",42.212,39.2397721322561,"ET07","SouthernNations,NationalitiesandPeoples"
"808","100",36,36,"ET07","SouthernNations,NationalitiesandPeoples"
"809","<1",9625.91004305146,9625.91004305146,"ET12","GambelaPeoples"
"810","1",9260.3029752504,9228.98799313303,"ET12","GambelaPeoples"
"811","2",8894.69590744935,8894.69590744935,"ET12","GambelaPeoples"
"812","3",8746.65623260587,8668.06186097488,"ET12","GambelaPeoples"
"813","4",8598.61655776239,8523.70637164291,"ET12","GambelaPeoples"
"814","5",8450.57688291892,8418.64806812643,"ET12","GambelaPeoples"
"815","6",8302.53720807544,8309.90557909845,"ET12","GambelaPeoples"
"816","7",8154.49753323196,8154.49753323196,"ET12","GambelaPeoples"
"817","8",7920.488750602,7923.9331805216,"ET12","GambelaPeoples"
"818","9",7686.47996797203,7647.68425624858,"ET12","GambelaPeoples"
"819","10",7452.47118534207,7369.71311701576,"ET12","GambelaPeoples"
"820","11",7218.4624027121,7133.98211942599,"ET12","GambelaPeoples"
"821","12",6984.45362008214,6984.45362008214,"ET12","GambelaPeoples"
"822","13",7039.33658541083,6950.61267453565,"ET12","GambelaPeoples"
"823","14",7094.21955073952,7004.03513413233,"ET12","GambelaPeoples"
"824","15",7149.10251606822,7101.81954916661,"ET12","GambelaPeoples"
"825","16",7203.98548139691,7201.06446993289,"ET12","GambelaPeoples"
"826","17",7258.8684467256,7258.8684467256,"ET12","GambelaPeoples"
"827","18",7194.75185956418,7244.43852647537,"ET12","GambelaPeoples"
"828","19",7130.63527240275,7175.41574265775,"ET12","GambelaPeoples"
"829","20",7066.51868524133,7081.54962538455,"ET12","GambelaPeoples"
"830","21",7002.4020980799,6992.58970476753,"ET12","GambelaPeoples"
"831","22",6938.28551091848,6938.28551091848,"ET12","GambelaPeoples"
"832","23",6897.08662381081,6936.42223057539,"ET12","GambelaPeoples"
"833","24",6855.88773670314,6956.92767698104,"ET12","GambelaPeoples"
"834","25",6814.68884959548,6957.7653200044,"ET12","GambelaPeoples"
"835","26",6773.48996248781,6896.89862951444,"ET12","GambelaPeoples"
"836","27",6732.29107538014,6732.29107538014,"ET12","GambelaPeoples"
"837","28",6344.33935571491,6437.19149292325,"ET12","GambelaPeoples"
"838","29",5956.38763604968,6045.99017927659,"ET12","GambelaPeoples"
"839","30",5568.43591638446,5608.36279702576,"ET12","GambelaPeoples"
"840","31",5180.48419671923,5173.98500875637,"ET12","GambelaPeoples"
"841","32",4792.532477054,4792.532477054,"ET12","GambelaPeoples"
"842","33",4593.85930728614,4500.73182266963,"ET12","GambelaPeoples"
"843","34",4395.18613751828,4283.51349901569,"ET12","GambelaPeoples"
"844","35",4196.51296775042,4112.85891767002,"ET12","GambelaPeoples"
"845","36",3997.83979798256,3960.74949021042,"ET12","GambelaPeoples"
"846","37",3799.1666282147,3799.1666282147,"ET12","GambelaPeoples"
