"","Age","pop_linear","pop_spline","adminCode","adminNameAsUsed"
"33","32",751508.8,751508.8,"ET","Ethiopia"
"34","33",728520.52,723473.945947432,"ET","Ethiopia"
"35","34",705532.24,700187.440732859,"ET","Ethiopia"
"36","35",682543.96,679424.22254457,"ET","Ethiopia"
"37","36",659555.68,658959.229570854,"ET","Ethiopia"
"38","37",636567.4,636567.4,"ET","Ethiopia"
"39","38",608790.8,610662.518902067,"ET","Ethiopia"
"40","39",581014.2,582213.758874194,"ET","Ethiopia"
"41","40",553237.6,552829.139395286,"ET","Ethiopia"
"42","41",525461,524116.679944253,"ET","Ethiopia"
"43","42",497684.4,497684.4,"ET","Ethiopia"
"44","43",479476.64,474745.432844298,"ET","Ethiopia"
"45","44",461268.88,454933.366970366,"ET","Ethiopia"
"46","45",443061.12,437486.904674285,"ET","Ethiopia"
"47","46",424853.36,421644.748252136,"ET","Ethiopia"
"48","47",406645.6,406645.6,"ET","Ethiopia"
"49","48",391754.76,391844.496920739,"ET","Ethiopia"
"50","49",376863.92,377061.814844341,"ET","Ethiopia"
"51","50",361973.08,362234.264307573,"ET","Ethiopia"
"52","51",347082.24,347298.555847203,"ET","Ethiopia"
"53","52",332191.4,332191.4,"ET","Ethiopia"
"54","53",318405.84,316940.665872744,"ET","Ethiopia"
"55","54",304620.28,301938.85685227,"ET","Ethiopia"
"56","55",290834.72,287669.634895423,"ET","Ethiopia"
"57","56",277049.16,274616.661959051,"ET","Ethiopia"
"58","57",263263.6,263263.6,"ET","Ethiopia"
"59","58",254997.68,253878.181988283,"ET","Ethiopia"
"60","59",246731.76,245864.42494658,"ET","Ethiopia"
"61","60",238465.84,238410.416910735,"ET","Ethiopia"
"62","61",230199.92,230704.245916593,"ET","Ethiopia"
"63","62",221934,221934,"ET","Ethiopia"
"64","63",210848.92,211550.198174122,"ET","Ethiopia"
"65","64",199763.84,200053.083361411,"ET","Ethiopia"
"66","65",188678.76,188205.329461638,"ET","Ethiopia"
"67","66",177593.68,176769.610374577,"ET","Ethiopia"
"68","67",166508.6,166508.6,"ET","Ethiopia"
"69","68",159149.32,157946.527715228,"ET","Ethiopia"
"70","69",151790.04,150653.844807778,"ET","Ethiopia"
"71","70",144430.76,143962.558042713,"ET","Ethiopia"
"72","71",137071.48,137204.674185099,"ET","Ethiopia"
"73","72",129712.2,129712.2,"ET","Ethiopia"
"74","73",119798.8,120995.494164965,"ET","Ethiopia"
"75","74",109885.4,111278.323007479,"ET","Ethiopia"
"76","75",99972,100962.80476751,"ET","Ethiopia"
"77","76",90058.6,90451.0576850274,"ET","Ethiopia"
"78","77",80145.2,80145.2,"ET","Ethiopia"
"79","78",71829.172,70389.6433049118,"ET","Ethiopia"
"80","79",63513.144,61297.9726023075,"ET","Ethiopia"
"81","80",55197.116,52926.0662472475,"ET","Ethiopia"
"82","81",46881.088,45329.8025947916,"ET","Ethiopia"
"83","82",38565.06,38565.06,"ET","Ethiopia"
"84","83",33970.112,32659.080135388,"ET","Ethiopia"
"85","84",29375.164,27524.5579432911,"ET","Ethiopia"
"86","85",24780.216,23045.5516835003,"ET","Ethiopia"
"87","86",20185.268,19106.1196158063,"ET","Ethiopia"
"88","87",15590.32,15590.32,"ET","Ethiopia"
"89","88",13146.116,12406.7027135364,"ET","Ethiopia"
"90","89",10701.912,9561.78410452799,"ET","Ethiopia"
"91","90",8257.708,7086.57213875132,"ET","Ethiopia"
"92","91",5813.504,5012.0747819831,"ET","Ethiopia"
"93","92",3369.3,3369.3,"ET","Ethiopia"
"94","93",2775.0624,2170.70830646631,"ET","Ethiopia"
"95","94",2180.8248,1354.57040659694,"ET","Ethiopia"
"96","95",1586.5872,840.609553494402,"ET","Ethiopia"
"97","96",992.3496,548.549000261245,"ET","Ethiopia"
"98","97",398.112,398.111999999999,"ET","Ethiopia"
"99","98",353.074666666667,318.993107736419,"ET","Ethiopia"
"100","99",308.037333333333,280.772086189135,"ET","Ethiopia"
"101","100",263,263,"ET","Ethiopia"
"102","<1",110200.868684254,110200.868684254,"ET01","Tigray"
"103","1",106015.202259537,106022.090975911,"ET01","Tigray"
"104","2",101829.535834819,101829.535834819,"ET01","Tigray"
"105","3",98569.4247307419,97652.2345628111,"ET01","Tigray"
"106","4",95309.3136266648,93690.4534000379,"ET01","Tigray"
"107","5",92049.2025225876,90187.26732123,"ET01","Tigray"
"108","6",88789.0914185105,87385.7513011182,"ET01","Tigray"
"109","7",85528.9803144334,85528.9803144334,"ET01","Tigray"
"110","8",85386.4979907961,84747.1704854923,"ET01","Tigray"
"111","9",85244.0156671588,84719.1025369559,"ET01","Tigray"
"112","10",85101.5333435216,85010.6983410715,"ET01","Tigray"
"113","11",84959.0510198843,85187.8797700861,"ET01","Tigray"
"114","12",84816.568696247,84816.568696247,"ET01","Tigray"
"115","13",82310.3936510661,83564.6534090608,"ET01","Tigray"
"116","14",79804.2186058852,81507.8878670726,"ET01","Tigray"
"117","15",77298.0435607042,78823.992446087,"ET01","Tigray"
"118","16",74791.8685155233,75690.6875219088,"ET01","Tigray"
"119","17",72285.6934703424,72285.6934703424,"ET01","Tigray"
"120","18",68984.2021418651,68773.7117661775,"ET01","Tigray"
"121","19",65682.7108133879,65267.3682801427,"ET01","Tigray"
"122","20",62381.2194849106,61866.2699819518,"ET01","Tigray"
"123","21",59079.7281564333,58670.0238413183,"ET01","Tigray"
"124","22",55778.236827956,55778.236827956,"ET01","Tigray"
"125","23",54020.8898400553,53271.4684658045,"ET01","Tigray"
"126","24",52263.5428521546,51154.0884957081,"ET01","Tigray"
"127","25",50506.1958642538,49411.419212737,"ET01","Tigray"
"128","26",48748.8488763531,48028.7829119617,"ET01","Tigray"
"129","27",46991.5018884524,46991.5018884524,"ET01","Tigray"
"130","28",46456.5497073407,46267.6587150838,"ET01","Tigray"
"131","29",45921.597526229,45756.3770759476,"ET01","Tigray"
"132","30",45386.6453451172,45339.5409329398,"ET01","Tigray"
"133","31",44851.6931640055,44899.0342479565,"ET01","Tigray"
"134","32",44316.7409828938,44316.7409828938,"ET01","Tigray"
"135","33",43055.5719641424,43497.4769497788,"ET01","Tigray"
"136","34",41794.402945391,42437.7853611629,"ET01","Tigray"
"137","35",40533.2339266396,41157.1412797289,"ET01","Tigray"
"138","36",39272.0649078882,39675.0197681593,"ET01","Tigray"
"139","37",38010.8958891368,38010.8958891368,"ET01","Tigray"
"140","38",36253.7224366874,36196.9099889501,"ET01","Tigray"
"141","39",34496.5489842379,34315.8635483126,"ET01","Tigray"
"142","40",32739.3755317885,32463.2233315436,"ET01","Tigray"
"143","41",30982.202079339,30734.4561029628,"ET01","Tigray"
"144","42",29225.0286268896,29225.0286268896,"ET01","Tigray"
"145","43",28375.218801506,28003.7409093607,"ET01","Tigray"
"146","44",27525.4089761225,27032.7259232816,"ET01","Tigray"
"147","45",26675.5991507389,26247.4498832752,"ET01","Tigray"
"148","46",25825.7893253554,25583.3790039643,"ET01","Tigray"
"149","47",24975.9794999718,24975.9794999718,"ET01","Tigray"
"150","48",24546.39539945,24379.0990969267,"ET01","Tigray"
"151","49",24116.8112989282,23820.1115644829,"ET01","Tigray"
"152","50",23687.2271984064,23344.7721833009,"ET01","Tigray"
"153","51",23257.6430978846,22998.8362340407,"ET01","Tigray"
"154","52",22828.0589973628,22828.0589973628,"ET01","Tigray"
"155","53",22754.8601122186,22848.2683638939,"ET01","Tigray"
"156","54",22681.6612270745,22955.5826641274,"ET01","Tigray"
"157","55",22608.4623419303,23016.1928385233,"ET01","Tigray"
"158","56",22535.2634567862,22896.2898275415,"ET01","Tigray"
"159","57",22462.064571642,22462.064571642,"ET01","Tigray"
"160","58",21354.2459292397,21627.9494818859,"ET01","Tigray"
"161","59",20246.4272868373,20501.3428517394,"ET01","Tigray"
"162","60",19138.608644435,19237.8844452698,"ET01","Tigray"
"163","61",18030.7900020326,17993.2140265443,"ET01","Tigray"
"164","62",16922.9713596303,16922.9713596303,"ET01","Tigray"
"165","63",16416.5502044485,16140.8386049082,"ET01","Tigray"
"166","64",15910.1290492666,15592.6675080105,"ET01","Tigray"
"167","65",15403.7078940848,15182.352210883,"ET01","Tigray"
"168","66",14897.286738903,14813.7868554714,"ET01","Tigray"
"169","67",14390.8655837212,14390.8655837212,"ET01","Tigray"
"170","68",13648.4597094193,13838.1355036919,"ET01","Tigray"
"171","69",12906.0538351175,13162.7555878981,"ET01","Tigray"
"172","70",12163.6479608157,12392.5377749679,"ET01","Tigray"
"173","71",11421.2420865138,11555.2940035298,"ET01","Tigray"
"174","72",10678.836212212,10678.836212212,"ET01","Tigray"
"175","73",9764.84855328968,9786.39348450825,"ET01","Tigray"
"176","74",8850.86089436735,8882.86348337413,"ET01","Tigray"
"177","75",7936.87323544501,7968.56101663072,"ET01","Tigray"
"178","76",7022.88557652268,7043.8008920991,"ET01","Tigray"
"179","77",6108.89791760034,6108.89791760034,"ET01","Tigray"
"180","78",5299.41833408027,5170.31283240081,"ET01","Tigray"
"181","79",4489.9387505602,4259.09010154811,"ET01","Tigray"
"182","80",3680.45916704014,3412.42012153514,"ET01","Tigray"
"183","81",2870.97958352007,2667.49328885481,"ET01","Tigray"
"184","82",2061.5,2061.5,"ET01","Tigray"
"185","83",1815.8672,1618.95973474074,"ET01","Tigray"
"186","84",1570.2344,1313.70830595552,"ET01","Tigray"
"187","85",1324.6016,1106.91060979992,"ET01","Tigray"
"188","86",1078.9688,959.731542429549,"ET01","Tigray"
"189","87",833.336,833.336,"ET01","Tigray"
"190","88",702.6988,697.099018447587,"ET01","Tigray"
"191","89",572.0616,553.236192831487,"ET01","Tigray"
"192","90",441.4244,412.173257991594,"ET01","Tigray"
"193","91",310.7872,284.3359487678,"ET01","Tigray"
"194","92",180.15,180.15,"ET01","Tigray"
"195","93",148.3656,107.179839468908,"ET01","Tigray"
"196","94",116.5812,61.5446667185324,"ET01","Tigray"
"197","95",84.7968,36.5023742337025,"ET01","Tigray"
"198","96",53.0124,25.3108544992484,"ET01","Tigray"
"199","97",21.228,21.228,"ET01","Tigray"
"200","98",18.8186666666667,18.6150234888691,"ET01","Tigray"
"201","99",16.4093333333333,16.2464187910953,"ET01","Tigray"
"202","100",14,14,"ET01","Tigray"
"203","<1",22739.8224565051,22739.8224565051,"ET02","Afar"
"204","1",21876.1383362654,21651.5396850203,"ET02","Afar"
"205","2",21012.4542160258,21012.4542160258,"ET02","Afar"
"206","3",21986.1486206555,21156.5956259606,"ET02","Afar"
"207","4",22959.8430252853,21957.3225870595,"ET02","Afar"
"208","5",23933.5374299151,23172.8260455059,"ET02","Afar"
"209","6",24907.2318345448,24561.2969474831,"ET02","Afar"
"210","7",25880.9262391746,25880.9262391746,"ET02","Afar"
"211","8",26278.354517526,26928.9843545332,"ET02","Afar"
"212","9",26675.7827958774,27659.0596785889,"ET02","Afar"
"213","10",27073.2110742288,28063.820084141,"ET02","Afar"
"214","11",27470.6393525802,28135.9334439888,"ET02","Afar"
"215","12",27868.0676309316,27868.0676309316,"ET02","Afar"
"216","13",26826.4634926014,27264.7914811226,"ET02","Afar"
"217","14",25784.8593542712,26378.2776841305,"ET02","Afar"
"218","15",24743.255215941,25272.5998928778,"ET02","Afar"
"219","16",23701.6510776108,24011.831760287,"ET02","Afar"
"220","17",22660.0469392806,22660.0469392806,"ET02","Afar"
"221","18",21452.564978069,21280.0725769645,"ET02","Afar"
"222","19",20245.0830168575,19929.749797178,"ET02","Afar"
"223","20",19037.6010556459,18665.6732179438,"ET02","Afar"
"224","21",17830.1190944344,17544.4374572845,"ET02","Afar"
"225","22",16622.6371332228,16622.6371332228,"ET02","Afar"
"226","23",16246.6129456377,15938.9191638024,"ET02","Afar"
"227","24",15870.5887580526,15460.139667151,"ET02","Afar"
"228","25",15494.5645704675,15135.2070614172,"ET02","Afar"
"229","26",15118.5403828824,14913.0297647497,"ET02","Afar"
"230","27",14742.5161952972,14742.5161952972,"ET02","Afar"
"231","28",14618.8301550028,14582.5538680273,"ET02","Afar"
"232","29",14495.1441147083,14431.9466851831,"ET02","Afar"
"233","30",14371.4580744138,14299.4776458267,"ET02","Afar"
"234","31",14247.7720341194,14193.9297490199,"ET02","Afar"
"235","32",14124.0859938249,14124.0859938249,"ET02","Afar"
"236","33",14018.5198093674,14090.5567454024,"ET02","Afar"
"237","34",13912.9536249098,14061.261833308,"ET02","Afar"
"238","35",13807.3874404523,13995.9484531961,"ET02","Afar"
"239","36",13701.8212559947,13854.363800721,"ET02","Afar"
"240","37",13596.2550715372,13596.2550715372,"ET02","Afar"
"241","38",12966.8439122501,13191.7710385166,"ET02","Afar"
"242","39",12337.432752963,12652.6667834022,"ET02","Afar"
"243","40",11708.0215936759,12001.0989651545,"ET02","Afar"
"244","41",11078.6104343888,11259.2242427342,"ET02","Afar"
"245","42",10449.1992751017,10449.1992751017,"ET02","Afar"
"246","43",9633.6444634676,9594.9336923742,"ET02","Afar"
"247","44",8818.08965183347,8727.34900929429,"ET02","Afar"
"248","45",8002.53484019935,7879.11971176106,"ET02","Afar"
"249","46",7186.98002856522,7082.92028567364,"ET02","Afar"
"250","47",6371.4252169311,6371.4252169311,"ET02","Afar"
"251","48",5916.01418876402,5768.23897412244,"ET02","Afar"
"252","49",5460.60316059693,5260.68595659616,"ET02","Afar"
"253","50",5005.19213242985,4827.02054639068,"ET02","Afar"
"254","51",4549.78110426276,4445.49712554438,"ET02","Afar"
"255","52",4094.37007609568,4094.37007609568,"ET02","Afar"
"256","53",3796.467009373,3756.46394785354,"ET02","Afar"
"257","54",3498.56394265033,3432.88396170927,"ET02","Afar"
"258","55",3200.66087592765,3129.30550632472,"ET02","Afar"
"259","56",2902.75780920498,2851.40397036178,"ET02","Afar"
"260","57",2604.8547424823,2604.8547424823,"ET02","Afar"
"261","58",2428.24723909936,2392.77949453268,"ET02","Afar"
"262","59",2251.63973571643,2208.08503109741,"ET02","Afar"
"263","60",2075.03223233349,2041.12443994547,"ET02","Afar"
"264","61",1898.42472895056,1882.25080884588,"ET02","Afar"
"265","62",1721.81722556762,1721.81722556762,"ET02","Afar"
"266","63",1566.01410410613,1553.2503260385,"ET02","Afar"
"267","64",1410.21098264463,1382.27093882146,"ET02","Afar"
"268","65",1254.40786118314,1217.67344063822,"ET02","Afar"
"269","66",1098.60473972164,1068.25220821054,"ET02","Afar"
"270","67",942.801618260144,942.801618260144,"ET02","Afar"
"271","68",878.607532205543,847.227405085239,"ET02","Afar"
"272","69",814.413446150942,775.880733289921,"ET02","Afar"
"273","70",750.219360096342,720.224125054754,"ET02","Afar"
"274","71",686.025274041741,671.720102560306,"ET02","Afar"
"275","72",621.83118798714,621.83118798714,"ET02","Afar"
"276","73",562.431451363134,564.196151472677,"ET02","Afar"
"277","74",503.031714739128,501.158754981753,"ET02","Afar"
"278","75",443.631978115122,437.239008436057,"ET02","Afar"
"279","76",384.232241491116,376.956921757279,"ET02","Afar"
"280","77",324.83250486711,324.83250486711,"ET02","Afar"
"281","78",297.372003893688,284.127801171203,"ET02","Afar"
"282","79",269.911502920266,253.072988011066,"ET02","Afar"
"283","80",242.451001946844,228.640276212172,"ET02","Afar"
"284","81",214.990500973422,207.801876599993,"ET02","Afar"
"285","82",187.53,187.53,"ET02","Afar"
"286","83",165.1856,165.493754509071,"ET02","Afar"
"287","84",142.8412,142.149837309703,"ET02","Afar"
"288","85",120.4968,118.6518428558,"ET02","Afar"
"289","86",98.1524,96.153365601265,"ET02","Afar"
"290","87",75.808,75.808,"ET02","Afar"
"291","88",63.9164,58.5261112844736,"ET02","Afar"
"292","89",52.0248,44.2451478014156,"ET02","Afar"
"293","90",40.1332,32.6593286761206,"ET02","Afar"
"294","91",28.2416,23.4628730338838,"ET02","Afar"
"295","92",16.35,16.35,"ET02","Afar"
"296","93",13.4744,11.0200083530345,"ET02","Afar"
"297","94",10.5988,7.19251548463431,"ET02","Afar"
"298","95",7.7232,4.59221843971688,"ET02","Afar"
"299","96",4.8476,2.94381426319964,"ET02","Afar"
"300","97",1.972,1.972,"ET02","Afar"
"301","98",1.648,1.42506280098054,"ET02","Afar"
"302","99",1.324,1.14565024078443,"ET02","Afar"
"303","100",1,1,"ET02","Afar"
"304","<1",383352.08778901,383352.08778901,"ET03","Amhara"
"305","1",368791.592853505,367823.654546638,"ET03","Amhara"
"306","2",354231.097918,354231.097918,"ET03","Amhara"
"307","3",348559.024258088,344052.763190086,"ET03","Amhara"
"308","4",342886.950598175,336936.870342907,"ET03","Amhara"
"309","5",337214.876938263,332074.108029729,"ET03","Amhara"
"310","6",331542.80327835,328655.164903817,"ET03","Amhara"
"311","7",325870.729618438,325870.729618438,"ET03","Amhara"
"312","8",322852.122161152,323052.590176203,"ET03","Amhara"
"313","9",319833.514703867,320096.931977104,"ET03","Amhara"
"314","10",316814.907246581,317041.03977048,"ET03","Amhara"
"315","11",313796.299789296,313922.198305669,"ET03","Amhara"
"316","12",310777.69233201,310777.69233201,"ET03","Amhara"
"317","13",305056.483338814,307534.378489306,"ET03","Amhara"
"318","14",299335.274345619,303677.400979224,"ET03","Amhara"
"319","15",293614.065352423,298581.475893896,"ET03","Amhara"
"320","16",287892.856359228,291621.319325455,"ET03","Amhara"
"321","17",282171.647366032,282171.647366032,"ET03","Amhara"
"322","18",269626.114737616,269957.163022121,"ET03","Amhara"
"323","19",257080.5821092,256102.516957659,"ET03","Amhara"
"324","20",244535.049480784,242082.346750945,"ET03","Amhara"
"325","21",231989.516852368,229371.289980276,"ET03","Amhara"
"326","22",219443.984223952,219443.984223952,"ET03","Amhara"
"327","23",215412.843843221,213263.965031649,"ET03","Amhara"
"328","24",211381.70346249,209750.35983856,"ET03","Amhara"
"329","25",207350.56308176,207311.194051258,"ET03","Amhara"
"330","26",203319.422701029,204354.493076313,"ET03","Amhara"
"331","27",199288.282320298,199288.282320298,"ET03","Amhara"
"332","28",189399.306097796,191026.570631014,"ET03","Amhara"
"333","29",179510.329875295,180507.300621175,"ET03","Amhara"
"334","30",169621.353652793,169174.398344729,"ET03","Amhara"
"335","31",159732.377430291,158471.789855618,"ET03","Amhara"
"336","32",149843.40120779,149843.40120779,"ET03","Amhara"
"337","33",147037.522275938,144312.853167768,"ET03","Amhara"
"338","34",144231.643344087,141222.545352402,"ET03","Amhara"
"339","35",141425.764412235,139494.572091122,"ET03","Amhara"
"340","36",138619.885480384,138051.027713355,"ET03","Amhara"
"341","37",135814.006548532,135814.006548532,"ET03","Amhara"
"342","38",130683.962391337,131986.912808593,"ET03","Amhara"
"343","39",125553.918234142,126898.390235527,"ET03","Amhara"
"344","40",120423.874076948,121158.392453833,"ET03","Amhara"
"345","41",115293.829919753,115376.87308801,"ET03","Amhara"
"346","42",110163.785762558,110163.785762558,"ET03","Amhara"
"347","43",107339.35566922,105985.631531557,"ET03","Amhara"
"348","44",104514.925575882,102735.101167407,"ET03","Amhara"
"349","45",101690.495482544,100161.432872089,"ET03","Amhara"
"350","46",98866.0653892065,98013.8648475822,"ET03","Amhara"
"351","47",96041.6352958686,96041.6352958686,"ET03","Amhara"
"352","48",93971.5616908447,94039.241343506,"ET03","Amhara"
"353","49",91901.4880858207,91982.2158153646,"ET03","Amhara"
"354","50",89831.4144807968,89891.3504608926,"ET03","Amhara"
"355","51",87761.3408757729,87787.437029538,"ET03","Amhara"
"356","52",85691.267270749,85691.267270749,"ET03","Amhara"
"357","53",83173.5469667816,83600.0199816131,"ET03","Amhara"
"358","54",80655.8266628141,81416.4221497762,"ET03","Amhara"
"359","55",78138.1063588467,79019.5878105235,"ET03","Amhara"
"360","56",75620.3860548792,76288.6309991403,"ET03","Amhara"
"361","57",73102.6657509118,73102.6657509118,"ET03","Amhara"
"362","58",69393.7778620334,69408.3382780389,"ET03","Amhara"
"363","59",65684.8899731549,65422.4235003846,"ET03","Amhara"
"364","60",61976.0020842765,61429.2285147276,"ET03","Amhara"
"365","61",58267.114195398,57713.0604178464,"ET03","Amhara"
"366","62",54558.2263065196,54558.2263065196,"ET03","Amhara"
"367","63",52766.4652882354,52156.590135883,"ET03","Amhara"
"368","64",50974.7042699513,50330.2432945011,"ET03","Amhara"
"369","65",49182.9432516671,48808.8340292954,"ET03","Amhara"
"370","66",47391.182233383,47322.0105871874,"ET03","Amhara"
"371","67",45599.4212150988,45599.4212150988,"ET03","Amhara"
"372","68",43055.9067767861,43441.8675597618,"ET03","Amhara"
"373","69",40512.3923384734,40934.7648671514,"ET03","Amhara"
"374","70",37968.8779001608,38234.6817830531,"ET03","Amhara"
"375","71",35425.3634618481,35498.1869532525,"ET03","Amhara"
"376","72",32881.8490235354,32881.8490235354,"ET03","Amhara"
"377","73",30549.2942518225,30495.3299171774,"ET03","Amhara"
"378","74",28216.7394801096,28260.6646674153,"ET03","Amhara"
"379","75",25884.1847083968,26052.9815849756,"ET03","Amhara"
"380","76",23551.6299366839,23747.4089805853,"ET03","Amhara"
"381","77",21219.075164971,21219.075164971,"ET03","Amhara"
"382","78",18497.9961319768,18397.0940585078,"ET03","Amhara"
"383","79",15776.9170989826,15426.5220201632,"ET03","Amhara"
"384","80",13055.8380659884,12506.4010185532,"ET03","Amhara"
"385","81",10334.7590329942,9835.77302229349,"ET03","Amhara"
"386","82",7613.68,7613.68,"ET03","Amhara"
"387","83",6706.5344,5982.20586909189,"ET03","Amhara"
"388","84",5799.3888,4855.60234220183,"ET03","Amhara"
"389","85",4892.2432,4091.16308076582,"ET03","Amhara"
"390","86",3985.0976,3546.18174621987,"ET03","Amhara"
"391","87",3077.952,3077.952,"ET03","Amhara"
"392","88",2595.3816,2573.94146158981,"ET03","Amhara"
"393","89",2112.8112,2042.31358266321,"ET03","Amhara"
"394","90",1630.2408,1521.40577294171,"ET03","Amhara"
"395","91",1147.6704,1049.5554421468,"ET03","Amhara"
"396","92",665.1,665.099999999999,"ET03","Amhara"
"397","93",547.8096,395.841596548878,"ET03","Amhara"
"398","94",430.5192,227.441343145338,"ET03","Amhara"
"399","95",313.2288,135.025091467358,"ET03","Amhara"
"400","96",195.9384,93.7186931929191,"ET03","Amhara"
"401","97",78.648,78.6479999999999,"ET03","Amhara"
"402","98",69.7653333333333,69.0089129113892,"ET03","Amhara"
"403","99",60.8826666666667,60.2775303291114,"ET03","Amhara"
"404","100",52,52,"ET03","Amhara"
"405","<1",827183.025776801,827183.025776801,"ET04","Oromia"
"406","1",795764.990516291,794436.887504855,"ET04","Oromia"
"407","2",764346.95525578,764346.95525578,"ET04","Oromia"
"408","3",743402.349629681,738872.765708219,"ET04","Oromia"
"409","4",722457.744003582,717187.178163896,"ET04","Oromia"
"410","5",701513.138377482,697766.382580303,"ET04","Oromia"
"411","6",680568.532751383,679086.568914935,"ET04","Oromia"
"412","7",659623.927125284,659623.927125284,"ET04","Oromia"
"413","8",638163.767328074,638295.352635357,"ET04","Oromia"
"414","9",616703.607530863,615780.562735215,"ET04","Oromia"
"415","10",595243.447733653,593199.980181431,"ET04","Oromia"
"416","11",573783.287936442,571674.027730579,"ET04","Oromia"
"417","12",552323.128139232,552323.128139232,"ET04","Oromia"
"418","13",537315.739411466,535866.719883526,"ET04","Oromia"
"419","14",522308.3506837,521420.304317844,"ET04","Oromia"
"420","15",507300.961955934,507698.398516132,"ET04","Oromia"
"421","16",492293.573228168,493415.519552336,"ET04","Oromia"
"422","17",477286.184500402,477286.184500402,"ET04","Oromia"
"423","18",459593.051891822,458543.868481881,"ET04","Oromia"
"424","19",441899.919283241,438497.878808748,"ET04","Oromia"
"425","20",424206.786674661,418976.480840586,"ET04","Oromia"
"426","21",406513.65406608,401807.939936976,"ET04","Oromia"
"427","22",388820.5214575,388820.5214575,"ET04","Oromia"
"428","23",382108.132875446,381079.842966057,"ET04","Oromia"
"429","24",375395.744293392,376600.930843819,"ET04","Oromia"
"430","25",368683.355711338,372636.163676275,"ET04","Oromia"
"431","26",361970.967129284,366437.920048916,"ET04","Oromia"
"432","27",355258.57854723,355258.57854723,"ET04","Oromia"
"433","28",334095.736941182,337318.243493515,"ET04","Oromia"
"434","29",312932.895335134,314707.922157299,"ET04","Oromia"
"435","30",291770.053729086,290486.347544916,"ET04","Oromia"
"436","31",270607.212123038,267712.252662702,"ET04","Oromia"
"437","32",249444.37051699,249444.37051699,"ET04","Oromia"
"438","33",243868.623113679,237851.928733658,"ET04","Oromia"
"439","34",238292.875710368,231546.133416751,"ET04","Oromia"
"440","35",232717.128307058,228248.685289854,"ET04","Oromia"
"441","36",227141.380903747,225681.285076554,"ET04","Oromia"
"442","37",221565.633500436,221565.633500436,"ET04","Oromia"
"443","38",211328.890913843,214202.301605602,"ET04","Oromia"
"444","39",201092.14832725,204207.341718213,"ET04","Oromia"
"445","40",190855.405740656,192775.676484944,"ET04","Oromia"
"446","41",180618.663154063,181102.228552471,"ET04","Oromia"
"447","42",170381.92056747,170381.92056747,"ET04","Oromia"
"448","43",164419.125377847,161551.020553666,"ET04","Oromia"
"449","44",158456.330188224,154511.178042981,"ET04","Oromia"
"450","45",152493.534998602,148905.387944387,"ET04","Oromia"
"451","46",146530.739808979,144376.645166855,"ET04","Oromia"
"452","47",140567.944619356,140567.944619356,"ET04","Oromia"
"453","48",136869.101327461,137140.231858971,"ET04","Oromia"
"454","49",133170.258035566,133826.255035211,"ET04","Oromia"
"455","50",129471.414743671,130376.712945696,"ET04","Oromia"
"456","51",125772.571451776,126542.304388046,"ET04","Oromia"
"457","52",122073.728159882,122073.728159882,"ET04","Oromia"
"458","53",116770.477718147,116834.200547408,"ET04","Oromia"
"459","54",111467.227276412,111137.007791171,"ET04","Oromia"
"460","55",106163.976834677,105407.953620304,"ET04","Oromia"
"461","56",100860.726392943,100072.841763939,"ET04","Oromia"
"462","57",95557.4759512078,95557.4759512078,"ET04","Oromia"
"463","58",93022.4545425263,92149.2791180117,"ET04","Oromia"
