"","Age","pop_linear","pop_spline","adminCode","adminNameAsUsed"
"463","58",83070.9825346422,82523.3933987147,"ET04","Oromia"
"464","59",80310.3844544606,79683.6803237659,"ET04","Oromia"
"465","60",77549.786374279,77117.7618167809,"ET04","Oromia"
"466","61",74789.1882940974,74630.9583045631,"ET04","Oromia"
"467","62",72028.5902139158,72028.5902139158,"ET04","Oromia"
"468","63",68579.9469933236,69150.5049963513,"ET04","Oromia"
"469","64",65131.3037727314,65974.6582022168,"ET04","Oromia"
"470","65",61682.6605521392,62513.5324065685,"ET04","Oromia"
"471","66",58234.017331547,58779.6101844624,"ET04","Oromia"
"472","67",54785.3741109548,54785.3741109548,"ET04","Oromia"
"473","68",50568.1277835106,50562.1288920967,"ET04","Oromia"
"474","69",46350.8814560664,46216.4677579193,"ET04","Oromia"
"475","70",42133.6351286222,41873.8060694488,"ET04","Oromia"
"476","71",37916.388801178,37659.5591877116,"ET04","Oromia"
"477","72",33699.1424737338,33699.1424737338,"ET04","Oromia"
"478","73",30680.529613265,30090.0675214635,"ET04","Oromia"
"479","74",27661.9167527963,26818.2308565365,"ET04","Oromia"
"480","75",24643.3038923275,23841.6252375102,"ET04","Oromia"
"481","76",21624.6910318587,21118.2434229422,"ET04","Oromia"
"482","77",18606.07817139,18606.07817139,"ET04","Oromia"
"483","78",16640.707337112,16271.410058144,"ET04","Oromia"
"484","79",14675.336502834,14113.6709254268,"ET04","Oromia"
"485","80",12709.965668556,12140.5804321935,"ET04","Oromia"
"486","81",10744.594834278,10359.8582373995,"ET04","Oromia"
"487","82",8779.224,8779.224,"ET04","Oromia"
"488","83",7709.2576,7400.65203305157,"ET04","Oromia"
"489","84",6639.2912,6203.13526601519,"ET04","Oromia"
"490","85",5569.3248,5159.92128245302,"ET04","Oromia"
"491","86",4499.3584,4244.25766592724,"ET04","Oromia"
"492","87",3429.392,3429.392,"ET04","Oromia"
"493","88",2871.3704,2694.24055340133,"ET04","Oromia"
"494","89",2313.3488,2040.39433553269,"ET04","Oromia"
"495","90",1755.3272,1475.11304096338,"ET04","Oromia"
"496","91",1197.3056,1005.65636426271,"ET04","Oromia"
"497","92",639.284,639.284,"ET04","Oromia"
"498","93",520.0352,378.737753343099,"ET04","Oromia"
"499","94",400.7864,208.687871854055,"ET04","Oromia"
"500","95",281.5376,109.286713693462,"ET04","Oromia"
"501","96",162.2888,60.6866370219126,"ET04","Oromia"
"502","97",43.04,43.0399999999998,"ET04","Oromia"
"503","98",45.36,39.19011232765,"ET04","Oromia"
"504","99",47.68,42.74408986212,"ET04","Oromia"
"505","100",50,50,"ET04","Oromia"
"506","<1",89331.0898406431,89331.0898406431,"ET05","Somali"
"507","1",85940.4122537262,85016.6258059641,"ET05","Somali"
"508","2",82549.7346668093,82549.7346668093,"ET05","Somali"
"509","3",87499.3470808209,83335.6203026196,"ET05","Somali"
"510","4",92448.9594948326,87010.0105285045,"ET05","Somali"
"511","5",97398.5719088443,92766.2641434899,"ET05","Somali"
"512","6",102348.184322856,99797.7399466022,"ET05","Somali"
"513","7",107297.796736868,107297.796736868,"ET05","Somali"
"514","8",112044.877139447,114519.304075619,"ET05","Somali"
"515","9",116791.957542027,120953.174573417,"ET05","Somali"
"516","10",121539.037944606,126149.831603129,"ET05","Somali"
"517","11",126286.118347186,129659.698537623,"ET05","Somali"
"518","12",131033.198749766,131033.198749766,"ET05","Somali"
"519","13",126994.799030575,129986.52507745,"ET05","Somali"
"520","14",122956.399311385,126898.948218674,"ET05","Somali"
"521","15",118917.999592195,122315.508336461,"ET05","Somali"
"522","16",114879.599873004,116781.245593833,"ET05","Somali"
"523","17",110841.200153814,110841.200153814,"ET05","Somali"
"524","18",104917.231476386,104937.137927971,"ET05","Somali"
"525","19",98993.262798958,99097.7278220484,"ET05","Somali"
"526","20",93069.29412153,93248.3644903327,"ET05","Somali"
"527","21",87145.3254441019,87314.4425871119,"ET05","Somali"
"528","22",81221.3567666738,81221.3567666738,"ET05","Somali"
"529","23",75365.9287792145,74943.9971634906,"ET05","Somali"
"530","24",69510.5007917552,68655.2358327736,"ET05","Somali"
"531","25",63655.072804296,62577.4403099185,"ET05","Somali"
"532","26",57799.6448168367,56932.9781303211,"ET05","Somali"
"533","27",51944.2168293774,51944.2168293774,"ET05","Somali"
"534","28",49044.6725349924,47776.1456073962,"ET05","Somali"
"535","29",46145.1282406073,44364.2403243388,"ET05","Somali"
"536","30",43245.5839462223,41586.5985050795,"ET05","Somali"
"537","31",40346.0396518372,39321.3176744925,"ET05","Somali"
"538","32",37446.4953574522,37446.4953574522,"ET05","Somali"
"539","33",36777.497506233,35875.7397288753,"ET05","Somali"
"540","34",36108.4996550139,34664.7015638484,"ET05","Somali"
"541","35",35439.5018037947,33904.5422875003,"ET05","Somali"
"542","36",34770.5039525756,33686.42332496,"ET05","Somali"
"543","37",34101.5061013564,34101.5061013564,"ET05","Somali"
"544","38",34891.7106272534,35154.44750409,"ET05","Somali"
"545","39",35681.9151531505,36503.8862696473,"ET05","Somali"
"546","40",36472.1196790475,37721.9565967863,"ET05","Somali"
"547","41",37262.3242049446,38380.7926842651,"ET05","Somali"
"548","42",38052.5287308416,38052.5287308416,"ET05","Somali"
"549","43",35693.9614633666,36466.3412319679,"ET05","Somali"
"550","44",33335.3941958917,33979.5758698718,"ET05","Somali"
"551","45",30976.8269284167,31106.6206234751,"ET05","Somali"
"552","46",28618.2596609418,28361.8634716995,"ET05","Somali"
"553","47",26259.6923934668,26259.6923934668,"ET05","Somali"
"554","48",25718.3762146313,25155.7906007515,"ET05","Somali"
"555","49",25177.0600357958,24771.0222377385,"ET05","Somali"
"556","50",24635.7438569604,24667.5466816654,"ET05","Somali"
"557","51",24094.4276781249,24407.5233097698,"ET05","Somali"
"558","52",23553.1114992894,23553.1114992894,"ET05","Somali"
"559","53",21531.824145843,21813.7175927467,"ET05","Somali"
"560","54",19510.5367923967,19487.7357938045,"ET05","Somali"
"561","55",17489.2494389503,17020.8072714104,"ET05","Somali"
"562","56",15467.9620855039,14858.5731945122,"ET05","Somali"
"563","57",13446.6747320576,13446.6747320576,"ET05","Somali"
"564","58",13624.2522007675,13079.5122892022,"ET05","Somali"
"565","59",13801.8296694774,13446.5232159339,"ET05","Somali"
"566","60",13979.4071381873,14085.9040984481,"ET05","Somali"
"567","61",14156.9846068972,14535.8515229406,"ET05","Somali"
"568","62",14334.5620756071,14334.5620756071,"ET05","Somali"
"569","63",12560.597334994,13164.7787113963,"ET05","Somali"
"570","64",10786.632594381,11287.4298602698,"ET05","Somali"
"571","65",9012.6678537679,9107.99032094209,"ET05","Somali"
"572","66",7238.70311315483,7031.93489212788,"ET05","Somali"
"573","67",5464.73837254176,5464.73837254176,"ET05","Somali"
"574","68",5436.13419590177,4698.82324186875,"ET05","Somali"
"575","69",5407.53001926178,4574.40270367536,"ET05","Somali"
"576","70",5378.9258426218,4818.63764249847,"ET05","Somali"
"577","71",5350.32166598181,5158.688942875,"ET05","Somali"
"578","72",5321.71748934182,5321.71748934182,"ET05","Somali"
"579","73",4725.06175123304,5102.13447785164,"ET05","Somali"
"580","74",4128.40601312426,4563.35235002041,"ET05","Somali"
"581","75",3531.75027501548,3836.03385887988,"ET05","Somali"
"582","76",2935.0945369067,3050.8417574618,"ET05","Somali"
"583","77",2338.43879879792,2338.43879879792,"ET05","Somali"
"584","78",2046.34303903834,1800.97975589678,"ET05","Somali"
"585","79",1754.24727927875,1426.587481674,"ET05","Somali"
"586","80",1462.15151951917,1174.876849022,"ET05","Somali"
"587","81",1170.05575975958,1005.4627308332,"ET05","Somali"
"588","82",877.96,877.959999999999,"ET05","Somali"
"589","83",770.9632,759.082235755593,"ET05","Somali"
"590","84",663.9664,643.937842696295,"ET05","Somali"
"591","85",556.9696,534.733931759201,"ET05","Somali"
"592","86",449.9728,433.677613881404,"ET05","Somali"
"593","87",342.976,342.976,"ET05","Somali"
"594","88",287.1608,264.371102065386,"ET05","Somali"
"595","89",231.3456,197.744536081168,"ET05","Somali"
"596","90",175.5304,142.512819064258,"ET05","Somali"
"597","91",119.7152,98.0924680315653,"ET05","Somali"
"598","92",63.9,63.8999999999999,"ET05","Somali"
"599","93",51.984,39.1790199828645,"ET05","Somali"
"600","94",40.068,22.4814849790315,"ET05","Somali"
"601","95",28.152,12.1864399837663,"ET05","Somali"
"602","96",16.236,6.67292999233411,"ET05","Somali"
"603","97",4.32,4.32,"ET05","Somali"
"604","98",4.54666666666667,3.69131944757594,"ET05","Somali"
"605","99",4.77333333333333,4.08905555806075,"ET05","Somali"
"606","100",5,5,"ET05","Somali"
"607","<1",23576.052718617,23576.052718617,"ET06","Benshangul-Gumaz"
"608","1",22681.2030129172,22690.0374060728,"ET06","Benshangul-Gumaz"
"609","2",21786.3533072173,21786.3533072173,"ET06","Benshangul-Gumaz"
"610","3",20923.4427243161,20856.030090902,"ET06","Benshangul-Gumaz"
"611","4",20060.5321414149,19924.8912466288,"ET06","Benshangul-Gumaz"
"612","5",19197.6215585136,19027.4587190627,"ET06","Benshangul-Gumaz"
"613","6",18334.7109756124,18198.2544528686,"ET06","Benshangul-Gumaz"
"614","7",17471.8003927112,17471.8003927112,"ET06","Benshangul-Gumaz"
"615","8",17028.8807080162,16871.9636890432,"ET06","Benshangul-Gumaz"
"616","9",16585.9610233211,16379.9923154693,"ET06","Benshangul-Gumaz"
"617","10",16143.0413386261,15966.4794513819,"ET06","Benshangul-Gumaz"
"618","11",15700.1216539311,15602.0182761733,"ET06","Benshangul-Gumaz"
"619","12",15257.2019692361,15257.2019692361,"ET06","Benshangul-Gumaz"
"620","13",14870.3620569008,14906.8192913243,"ET06","Benshangul-Gumaz"
"621","14",14483.5221445656,14542.4413286385,"ET06","Benshangul-Gumaz"
"622","15",14096.6822322303,14159.834748741,"ET06","Benshangul-Gumaz"
"623","16",13709.842319895,13754.766219194,"ET06","Benshangul-Gumaz"
"624","17",13323.0024075597,13323.0024075597,"ET06","Benshangul-Gumaz"
"625","18",13005.5441522324,12869.2709705859,"ET06","Benshangul-Gumaz"
"626","19",12688.0858969051,12434.1435217612,"ET06","Benshangul-Gumaz"
"627","20",12370.6276415777,12067.1526637597,"ET06","Benshangul-Gumaz"
"628","21",12053.1693862504,11817.8309992556,"ET06","Benshangul-Gumaz"
"629","22",11735.711130923,11735.711130923,"ET06","Benshangul-Gumaz"
"630","23",11780.1289556208,11841.4538248679,"ET06","Benshangul-Gumaz"
"631","24",11824.5467803186,12040.2325009238,"ET06","Benshangul-Gumaz"
"632","25",11868.9646050164,12208.3487423562,"ET06","Benshangul-Gumaz"
"633","26",11913.3824297142,12222.1041324304,"ET06","Benshangul-Gumaz"
"634","27",11957.800254412,11957.800254412,"ET06","Benshangul-Gumaz"
"635","28",11137.0910362774,11337.4851468184,"ET06","Benshangul-Gumaz"
"636","29",10316.3818181428,10466.192669176,"ET06","Benshangul-Gumaz"
"637","30",9495.67260000824,9494.70313626302,"ET06","Benshangul-Gumaz"
"638","31",8674.96338187366,8573.79686285793,"ET06","Benshangul-Gumaz"
"639","32",7854.25416373908,7854.25416373908,"ET06","Benshangul-Gumaz"
"640","33",7705.9490008074,7443.32273808004,"ET06","Benshangul-Gumaz"
"641","34",7557.64383787572,7274.11982263516,"ET06","Benshangul-Gumaz"
"642","35",7409.33867494404,7236.23003855395,"ET06","Benshangul-Gumaz"
"643","36",7261.03351201236,7219.23800698595,"ET06","Benshangul-Gumaz"
"644","37",7112.72834908068,7112.72834908068,"ET06","Benshangul-Gumaz"
"645","38",6704.97815542429,6835.89448579623,"ET06","Benshangul-Gumaz"
"646","39",6297.2279617679,6426.36503732493,"ET06","Benshangul-Gumaz"
"647","40",5889.47776811152,5951.37742366766,"ET06","Benshangul-Gumaz"
"648","41",5481.72757445513,5478.1690648253,"ET06","Benshangul-Gumaz"
"649","42",5073.97738079874,5073.97738079874,"ET06","Benshangul-Gumaz"
"650","43",4912.1168010859,4788.62455718326,"ET06","Benshangul-Gumaz"
"651","44",4750.25622137307,4602.27184195179,"ET06","Benshangul-Gumaz"
"652","45",4588.39564166023,4477.66524867163,"ET06","Benshangul-Gumaz"
"653","46",4426.5350619474,4377.55079091011,"ET06","Benshangul-Gumaz"
"654","47",4264.67448223456,4264.67448223456,"ET06","Benshangul-Gumaz"
"655","48",4065.1755549018,4110.27996977684,"ET06","Benshangul-Gumaz"
"656","49",3865.67662756904,3919.60143492699,"ET06","Benshangul-Gumaz"
"657","50",3666.17770023628,3706.37069263963,"ET06","Benshangul-Gumaz"
"658","51",3466.67877290352,3484.31955786935,"ET06","Benshangul-Gumaz"
"659","52",3267.17984557076,3267.17984557076,"ET06","Benshangul-Gumaz"
"660","53",3098.20289756222,3066.17560238616,"ET06","Benshangul-Gumaz"
"661","54",2929.22594955369,2882.49980170872,"ET06","Benshangul-Gumaz"
"662","55",2760.24900154515,2714.83764861931,"ET06","Benshangul-Gumaz"
"663","56",2591.27205353662,2561.8743481988,"ET06","Benshangul-Gumaz"
"664","57",2422.29510552808,2422.29510552808,"ET06","Benshangul-Gumaz"
"665","58",2305.77546367689,2294.46956536817,"ET06","Benshangul-Gumaz"
"666","59",2189.25582182571,2175.50513120077,"ET06","Benshangul-Gumaz"
"667","60",2072.73617997452,2062.19364618774,"ET06","Benshangul-Gumaz"
"668","61",1956.21653812334,1951.32695349091,"ET06","Benshangul-Gumaz"
"669","62",1839.69689627215,1839.69689627215,"ET06","Benshangul-Gumaz"
"670","63",1726.41567437079,1725.01915876332,"ET06","Benshangul-Gumaz"
"671","64",1613.13445246942,1608.70478947632,"ET06","Benshangul-Gumaz"
"672","65",1499.85323056806,1493.08867799305,"ET06","Benshangul-Gumaz"
"673","66",1386.57200866669,1380.50571389541,"ET06","Benshangul-Gumaz"
"674","67",1273.29078676533,1273.29078676533,"ET06","Benshangul-Gumaz"
"675","68",1184.16321511809,1173.20434688497,"ET06","Benshangul-Gumaz"
"676","69",1095.03564347084,1079.70908733762,"ET06","Benshangul-Gumaz"
"677","70",1005.9080718236,991.693261906825,"ET06","Benshangul-Gumaz"
"678","71",916.780500176362,908.045124376141,"ET06","Benshangul-Gumaz"
"679","72",827.65292852912,827.65292852912,"ET06","Benshangul-Gumaz"
"680","73",755.563379763867,749.657609971151,"ET06","Benshangul-Gumaz"
"681","74",683.473830998614,674.210831594968,"ET06","Benshangul-Gumaz"
"682","75",611.38428223336,601.716938115143,"ET06","Benshangul-Gumaz"
"683","76",539.294733468107,532.580274246248,"ET06","Benshangul-Gumaz"
"684","77",467.205184702854,467.205184702854,"ET06","Benshangul-Gumaz"
"685","78",415.988947762283,405.997762864506,"ET06","Benshangul-Gumaz"
"686","79",364.772710821712,349.371096770638,"ET06","Benshangul-Gumaz"
"687","80",313.556473881142,297.740023125659,"ET06","Benshangul-Gumaz"
"688","81",262.340236940571,251.519378633977,"ET06","Benshangul-Gumaz"
"689","82",211.124,211.124,"ET06","Benshangul-Gumaz"
"690","83",185.3856,176.739816893336,"ET06","Benshangul-Gumaz"
"691","84",159.6472,147.637130844394,"ET06","Benshangul-Gumaz"
"692","85",133.9088,122.857336348785,"ET06","Benshangul-Gumaz"
"693","86",108.1704,101.441827902117,"ET06","Benshangul-Gumaz"
"694","87",82.432,82.432,"ET06","Benshangul-Gumaz"
"695","88",69.0128,65.0726001300116,"ET06","Benshangul-Gumaz"
"696","89",55.5936,49.4217877476006,"ET06","Benshangul-Gumaz"
"697","90",42.1744,35.7410753001838,"ET06","Benshangul-Gumaz"
"698","91",28.7552,24.291975235178,"ET06","Benshangul-Gumaz"
"699","92",15.336,15.336,"ET06","Benshangul-Gumaz"
"700","93",12.4768,9.00613458661766,"ET06","Benshangul-Gumaz"
"701","94",9.6176,4.92125416520318,"ET06","Benshangul-Gumaz"
"702","95",6.7584,2.57170645047988,"ET06","Benshangul-Gumaz"
"703","96",3.8992,1.44783915717105,"ET06","Benshangul-Gumaz"
"704","97",1.04,1.04,"ET06","Benshangul-Gumaz"
"705","98",1.02666666666667,0.912013416188294,"ET06","Benshangul-Gumaz"
"706","99",1.01333333333333,0.921610732950635,"ET06","Benshangul-Gumaz"
"707","100",1,1,"ET06","Benshangul-Gumaz"
"708","<1",432681.439899701,432681.439899701,"ET07","SouthernNations,NationalitiesandPeoples"
"709","1",416258.545555277,414776.13275751,"ET07","SouthernNations,NationalitiesandPeoples"
"710","2",399835.651210852,399835.651210853,"ET07","SouthernNations,NationalitiesandPeoples"
"711","3",393854.312811726,389997.256342951,"ET07","SouthernNations,NationalitiesandPeoples"
"712","4",387872.9744126,384087.951187778,"ET07","SouthernNations,NationalitiesandPeoples"
"713","5",381891.636013474,380107.174266992,"ET07","SouthernNations,NationalitiesandPeoples"
"714","6",375910.297614348,376054.364102253,"ET07","SouthernNations,NationalitiesandPeoples"
"715","7",369928.959215222,369928.959215222,"ET07","SouthernNations,NationalitiesandPeoples"
"716","8",356802.061616204,360259.206999688,"ET07","SouthernNations,NationalitiesandPeoples"
"717","9",343675.164017186,347688.590337967,"ET07","SouthernNations,NationalitiesandPeoples"
"718","10",330548.266418168,333389.400984503,"ET07","SouthernNations,NationalitiesandPeoples"
"719","11",317421.36881915,318533.930693743,"ET07","SouthernNations,NationalitiesandPeoples"
"720","12",304294.471220132,304294.471220132,"ET07","SouthernNations,NationalitiesandPeoples"
"721","13",292248.968416069,291528.909595595,"ET07","SouthernNations,NationalitiesandPeoples"
"722","14",280203.465612006,279837.513961973,"ET07","SouthernNations,NationalitiesandPeoples"
"723","15",268157.962807942,268506.147738588,"ET07","SouthernNations,NationalitiesandPeoples"
"724","16",256112.460003879,256820.674344762,"ET07","SouthernNations,NationalitiesandPeoples"
"725","17",244066.957199816,244066.957199816,"ET07","SouthernNations,NationalitiesandPeoples"
"726","18",232361.702234179,229900.945702968,"ET07","SouthernNations,NationalitiesandPeoples"
"727","19",220656.447268543,215458.933173023,"ET07","SouthernNations,NationalitiesandPeoples"
"728","20",208951.192302906,202247.298908684,"ET07","SouthernNations,NationalitiesandPeoples"
"729","21",197245.937337269,191772.422208653,"ET07","SouthernNations,NationalitiesandPeoples"
"730","22",185540.682371633,185540.682371633,"ET07","SouthernNations,NationalitiesandPeoples"
"731","23",186683.792781327,184422.490078995,"ET07","SouthernNations,NationalitiesandPeoples"
"732","24",187826.903191021,186744.381542798,"ET07","SouthernNations,NationalitiesandPeoples"
"733","25",188970.013600715,190196.924357765,"ET07","SouthernNations,NationalitiesandPeoples"
"734","26",190113.124010409,192470.686118625,"ET07","SouthernNations,NationalitiesandPeoples"
"735","27",191256.234420103,191256.234420103,"ET07","SouthernNations,NationalitiesandPeoples"
"736","28",181506.406978549,184967.948515807,"ET07","SouthernNations,NationalitiesandPeoples"
"737","29",171756.579536995,174915.454294869,"ET07","SouthernNations,NationalitiesandPeoples"
"738","30",162006.752095441,163132.189305302,"ET07","SouthernNations,NationalitiesandPeoples"
"739","31",152256.924653886,151651.591095119,"ET07","SouthernNations,NationalitiesandPeoples"
"740","32",142507.097212332,142507.097212332,"ET07","SouthernNations,NationalitiesandPeoples"
"741","33",140146.814298023,137153.818610964,"ET07","SouthernNations,NationalitiesandPeoples"
"742","34",137786.531383713,134733.559869065,"ET07","SouthernNations,NationalitiesandPeoples"
"743","35",135426.248469403,133809.798970696,"ET07","SouthernNations,NationalitiesandPeoples"
"744","36",133065.965555094,132946.013899916,"ET07","SouthernNations,NationalitiesandPeoples"
"745","37",130705.682640784,130705.682640784,"ET07","SouthernNations,NationalitiesandPeoples"
"746","38",123983.00020571,126040.400837389,"ET07","SouthernNations,NationalitiesandPeoples"
"747","39",117260.317770636,119454.234773929,"ET07","SouthernNations,NationalitiesandPeoples"
"748","40",110537.635335562,111839.368394629,"ET07","SouthernNations,NationalitiesandPeoples"
"749","41",103814.952900488,104087.985643715,"ET07","SouthernNations,NationalitiesandPeoples"
"750","42",97092.2704654134,97092.2704654134,"ET07","SouthernNations,NationalitiesandPeoples"
"751","43",93083.9429141232,91523.4106959339,"ET07","SouthernNations,NationalitiesandPeoples"
"752","44",89075.6153628329,87168.6097394208,"ET07","SouthernNations,NationalitiesandPeoples"
"753","45",85067.2878115427,83594.0748920024,"ET07","SouthernNations,NationalitiesandPeoples"
"754","46",81058.9602602524,80366.0134498068,"ET07","SouthernNations,NationalitiesandPeoples"
"755","47",77050.6327089622,77050.6327089622,"ET07","SouthernNations,NationalitiesandPeoples"
"756","48",73068.2125370538,73319.3986612763,"ET07","SouthernNations,NationalitiesandPeoples"
"757","49",69085.7923651455,69264.8120812743,"ET07","SouthernNations,NationalitiesandPeoples"
"758","50",65103.3721932371,65084.6324391612,"ET07","SouthernNations,NationalitiesandPeoples"
"759","51",61120.9520213288,60976.6192051416,"ET07","SouthernNations,NationalitiesandPeoples"
"760","52",57138.5318494204,57138.5318494204,"ET07","SouthernNations,NationalitiesandPeoples"
"761","53",54401.417931032,53724.4050226425,"ET07","SouthernNations,NationalitiesandPeoples"
"762","54",51664.3040126437,50713.3740972135,"ET07","SouthernNations,NationalitiesandPeoples"
"763","55",48927.1900942553,48040.8496259794,"ET07","SouthernNations,NationalitiesandPeoples"
"764","56",46190.076175867,45642.2421617858,"ET07","SouthernNations,NationalitiesandPeoples"
"765","57",43452.9622574786,43452.9622574786,"ET07","SouthernNations,NationalitiesandPeoples"
"766","58",41485.9634721163,41410.2774486783,"ET07","SouthernNations,NationalitiesandPeoples"
"767","59",39518.964686754,39458.8832021036,"ET07","SouthernNations,NationalitiesandPeoples"
"768","60",37551.9659013916,37545.3319672479,"ET07","SouthernNations,NationalitiesandPeoples"
"769","61",35584.9671160293,35616.1761936045,"ET07","SouthernNations,NationalitiesandPeoples"
"770","62",33617.968330667,33617.968330667,"ET07","SouthernNations,NationalitiesandPeoples"
"771","63",31504.9416966036,31515.9196419407,"ET07","SouthernNations,NationalitiesandPeoples"
"772","64",29391.9150625401,29349.8766469798,"ET07","SouthernNations,NationalitiesandPeoples"
"773","65",27278.8884284767,27178.3446793502,"ET07","SouthernNations,NationalitiesandPeoples"
"774","66",25165.8617944132,25059.8290726182,"ET07","SouthernNations,NationalitiesandPeoples"
"775","67",23052.8351603498,23052.8351603498,"ET07","SouthernNations,NationalitiesandPeoples"
"776","68",21457.2061976677,21202.5587773605,"ET07","SouthernNations,NationalitiesandPeoples"
"777","69",19861.5772349856,19500.9577634629,"ET07","SouthernNations,NationalitiesandPeoples"
"778","70",18265.9482723035,17926.6804597189,"ET07","SouthernNations,NationalitiesandPeoples"
"779","71",16670.3193096214,16458.3752071904,"ET07","SouthernNations,NationalitiesandPeoples"
"780","72",15074.6903469392,15074.6903469392,"ET07","SouthernNations,NationalitiesandPeoples"
"781","73",13852.6401309271,13756.5636232263,"ET07","SouthernNations,NationalitiesandPeoples"
"782","74",12630.5899149149,12494.0903931081,"ET07","SouthernNations,NationalitiesandPeoples"
"783","75",11408.5396989027,11279.6554168404,"ET07","SouthernNations,NationalitiesandPeoples"
"784","76",10186.4894828905,10105.6434546786,"ET07","SouthernNations,NationalitiesandPeoples"
"785","77",8964.43926687832,8964.43926687832,"ET07","SouthernNations,NationalitiesandPeoples"
"786","78",7988.22341350266,7853.2224812772,"ET07","SouthernNations,NationalitiesandPeoples"
"787","79",7012.00756012699,6788.352196041,"ET07","SouthernNations,NationalitiesandPeoples"
"788","80",6035.79170675133,5790.98237691752,"ET07","SouthernNations,NationalitiesandPeoples"
"789","81",5059.57585337566,4882.26698965458,"ET07","SouthernNations,NationalitiesandPeoples"
"790","82",4083.36,4083.36,"ET07","SouthernNations,NationalitiesandPeoples"
"791","83",3585.7072,3408.36542316538,"ET07","SouthernNations,NationalitiesandPeoples"
"792","84",3088.0544,2843.18747221749,"ET07","SouthernNations,NationalitiesandPeoples"
"793","85",2590.4016,2366.68040968692,"ET07","SouthernNations,NationalitiesandPeoples"
"794","86",2092.7488,1957.69849810423,"ET07","SouthernNations,NationalitiesandPeoples"
"795","87",1595.096,1595.096,"ET07","SouthernNations,NationalitiesandPeoples"
"796","88",1335.5464,1262.20457070299,"ET07","SouthernNations,NationalitiesandPeoples"
"797","89",1075.9968,960.265436734746,"ET07","SouthernNations,NationalitiesandPeoples"
"798","90",816.4472,694.997217415007,"ET07","SouthernNations,NationalitiesandPeoples"
"799","91",556.8976,472.118532063512,"ET07","SouthernNations,NationalitiesandPeoples"
"800","92",297.348,297.348,"ET07","SouthernNations,NationalitiesandPeoples"
"801","93",241.8784,173.802086022665,"ET07","SouthernNations,NationalitiesandPeoples"
"802","94",186.4088,94.188636843524,"ET07","SouthernNations,NationalitiesandPeoples"
"803","95",130.9392,48.6133446530509,"ET07","SouthernNations,NationalitiesandPeoples"
"804","96",75.4696,27.1819016417185,"ET07","SouthernNations,NationalitiesandPeoples"
"805","97",20,19.9999999999999,"ET07","SouthernNations,NationalitiesandPeoples"
"806","98",21,18.5804257999516,"ET07","SouthernNations,NationalitiesandPeoples"
"807","99",22,20.0643406399613,"ET07","SouthernNations,NationalitiesandPeoples"
"808","100",23,23,"ET07","SouthernNations,NationalitiesandPeoples"
"809","<1",10498.1073175072,10498.1073175072,"ET12","GambelaPeoples"
"810","1",10099.6435881527,10065.9803731538,"ET12","GambelaPeoples"
"811","2",9701.17985879815,9701.17985879815,"ET12","GambelaPeoples"
"812","3",9545.8438990876,9452.48021462471,"ET12","GambelaPeoples"
"813","4",9390.50793937704,9294.44792156474,"ET12","GambelaPeoples"
"814","5",9235.17197966649,9183.09747073622,"ET12","GambelaPeoples"
"815","6",9079.83601995593,9074.44335325711,"ET12","GambelaPeoples"
"816","7",8924.50006024538,8924.50006024538,"ET12","GambelaPeoples"
"817","8",8699.62935526221,8703.55562989103,"ET12","GambelaPeoples"
"818","9",8474.75865027904,8438.99228867214,"ET12","GambelaPeoples"
"819","10",8249.88794529586,8172.46581013885,"ET12","GambelaPeoples"
"820","11",8025.01724031269,7945.63196784127,"ET12","GambelaPeoples"
"821","12",7800.14653532952,7800.14653532952,"ET12","GambelaPeoples"
"822","13",7792.5473551479,7761.7553104786,"ET12","GambelaPeoples"
"823","14",7784.94817496627,7792.56418846297,"ET12","GambelaPeoples"
"824","15",7777.34899478465,7838.769088782,"ET12","GambelaPeoples"
"825","16",7769.74981460302,7846.56593093503,"ET12","GambelaPeoples"
"826","17",7762.1506344214,7762.1506344214,"ET12","GambelaPeoples"
"827","18",7512.7389447838,7551.24986219569,"ET12","GambelaPeoples"
"828","19",7263.3272551462,7257.71325103335,"ET12","GambelaPeoples"
"829","20",7013.9155655086,6944.92118116507,"ET12","GambelaPeoples"
"830","21",6764.503875871,6676.25403282153,"ET12","GambelaPeoples"
"831","22",6515.0921862334,6515.0921862334,"ET12","GambelaPeoples"
"832","23",6534.89157933384,6501.40732854367,"ET12","GambelaPeoples"
"833","24",6554.69097243428,6581.53637454453,"ET12","GambelaPeoples"
"834","25",6574.49036553472,6678.40754594048,"ET12","GambelaPeoples"
"835","26",6594.28975863516,6714.94906443601,"ET12","GambelaPeoples"
"836","27",6614.0891517356,6614.0891517356,"ET12","GambelaPeoples"
"837","28",6198.40922448128,6324.23149862785,"ET12","GambelaPeoples"
"838","29",5782.72929722696,5895.68167223775,"ET12","GambelaPeoples"
"839","30",5367.04936997264,5404.22070877435,"ET12","GambelaPeoples"
"840","31",4951.36944271832,4925.62964444674,"ET12","GambelaPeoples"
"841","32",4535.689515464,4535.689515464,"ET12","GambelaPeoples"
"842","33",4424.61692956417,4289.47925737859,"ET12","GambelaPeoples"
"843","34",4313.54434366434,4159.26940311654,"ET12","GambelaPeoples"
"844","35",4202.4717577645,4096.62838494728,"ET12","GambelaPeoples"
"845","36",4091.39917186467,4053.12463514024,"ET12","GambelaPeoples"
"846","37",3980.32658596484,3980.32658596484,"ET12","GambelaPeoples"
