"","Scenario_ID","Year","Month","WeeksPerYr","HrsPerWeek","CI05","CI25","CI50","CI75","CI95","BaselinePop","o_PopGrowth","o_Fertility_decr","o_MHIVTB_decr","o_ChildDis_decr","sheet_TaskValues","sheet_PopValues","sheet_SeasonalityCurves","sheet_Cadre","DeliveryModel","Geography_dontedit","Notes"
"16","BasicModel",2022,4,48,32,219.755,228.779166666667,235.474,242.6375,251.858333333333,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"17","BasicModel",2022,5,48,32,215.281666666667,223.625,230.454666666667,237.295833333333,246.6325,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"18","BasicModel",2022,6,48,32,212.316666666667,220.8375,227.015333333333,233.6375,243.230833333333,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"19","BasicModel",2022,7,48,32,212.395,220.4,226.952,233.9,243.185,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"20","BasicModel",2022,8,48,32,211.126666666667,218.858333333333,225.606666666667,232.625,242.0525,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"21","BasicModel",2022,9,48,32,216.613333333333,225.479166666667,231.936333333333,239.866666666667,248.4425,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"22","BasicModel",2022,10,48,32,220.075,229.304166666667,236.023,244.1,252.636666666667,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"23","BasicModel",2022,11,48,32,221.583333333333,231.166666666667,237.454666666667,245.341666666667,253.126666666667,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"24","BasicModel",2022,12,48,32,219.005,227.758333333333,234.227,242.258333333333,249.89,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"25","BasicModel",2023,1,48,32,222.630833333333,233.375,240.631333333333,248.795833333333,260.0225,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"26","BasicModel",2023,2,48,32,227.164166666667,236.966666666667,244.713333333333,253.4875,264.0275,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"27","BasicModel",2023,3,48,32,228.115833333333,237.854166666667,245.894333333333,254.775,265.651666666667,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"28","BasicModel",2023,4,48,32,223.693333333333,233.870833333334,241.465333333333,249.8875,261.063333333334,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"29","BasicModel",2023,5,48,32,218.584166666667,228.829166666667,236.325,244.279166666667,255.694166666667,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"30","BasicModel",2023,6,48,32,214.8475,225.0375,232.776,240.575,252.119166666667,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"31","BasicModel",2023,7,48,32,214.346666666667,224.629166666667,232.649666666667,240.004166666667,251.88,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"32","BasicModel",2023,8,48,32,213.1,223.104166666667,231.262333333333,238.966666666667,250.708333333333,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"33","BasicModel",2023,9,48,32,218.685833333333,229.175,237.669666666667,246.008333333333,257.256666666667,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"34","BasicModel",2023,10,48,32,222.628333333333,233.554166666667,241.776,250.4,261.5125,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"35","BasicModel",2023,11,48,32,224.116666666667,235.075,243.291,251.8625,262.679166666667,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"36","BasicModel",2023,12,48,32,221.266666666667,231.554166666667,240.039333333333,248.108333333333,259.8925,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"37","BasicModel",2024,1,48,32,224.786666666667,238.55,245.709333333333,252.445833333333,265.4825,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"38","BasicModel",2024,2,48,32,228.786666666667,242.275,249.817333333333,256.779166666667,271.5275,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"39","BasicModel",2024,3,48,32,229.960833333334,244.233333333333,251.082,258.575,275.5425,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"40","BasicModel",2024,4,48,32,225.7475,240.05,246.597,254.033333333333,270.395,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"41","BasicModel",2024,5,48,32,220.785833333333,234.666666666667,241.372,248.9875,263.879166666667,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"42","BasicModel",2024,6,48,32,217.3525,230.541666666667,237.702,245.120833333333,258.771666666667,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"43","BasicModel",2024,7,48,32,217.196666666667,230.079166666667,237.52,244.766666666667,257.79,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"44","BasicModel",2024,8,48,32,215.785,228.716666666667,236.104,243.3625,256.590833333333,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"45","BasicModel",2024,9,48,32,221.495833333333,235.295833333333,242.511333333333,249.883333333333,263.303333333333,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"46","BasicModel",2024,10,48,32,225.531666666667,239.145833333334,246.538,254.141666666667,267.778333333333,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"47","BasicModel",2024,11,48,32,227.225833333333,240.758333333333,248.068,255.920833333333,270.436666666667,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"48","BasicModel",2024,12,48,32,223.81,237.891666666667,244.864,251.929166666667,267.96,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"49","BasicModel",2025,1,48,32,226.791666666667,239.908333333333,248.819,257.670833333333,271.9575,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"50","BasicModel",2025,2,48,32,231.111666666667,242.504166666667,252.865666666667,260.3,275.678333333333,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"51","BasicModel",2025,3,48,32,231.92,242.9,254.051333333333,261.625,277.336666666667,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"52","BasicModel",2025,4,48,32,227.52,238.8875,249.623333333333,257.229166666667,272.825,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"53","BasicModel",2025,5,48,32,222.825,234.520833333333,244.539,252.2125,267.215833333334,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"54","BasicModel",2025,6,48,32,219.61,230.483333333334,241.031333333333,247.591666666667,263.474166666667,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"55","BasicModel",2025,7,48,32,219.455833333333,230.891666666667,240.961666666667,247.658333333333,264.004166666667,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"56","BasicModel",2025,8,48,32,217.9875,229.233333333333,239.488,246.220833333333,262.064166666667,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"57","BasicModel",2025,9,48,32,224.214166666667,235.7125,245.863666666667,253.0125,268.916666666667,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"58","BasicModel",2025,10,48,32,228.36,239.470833333333,249.771,256.979166666667,273.0675,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"59","BasicModel",2025,11,48,32,229.931666666667,240.933333333334,251.153333333333,259.079166666667,274.520833333334,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"60","BasicModel",2025,12,48,32,226.430833333333,237.9125,247.806333333333,256.245833333333,270.576666666667,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"61","BasicModel",2026,1,48,32,228.318333333333,242.108333333333,250.487666666667,261.033333333333,275.41,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"62","BasicModel",2026,2,48,32,231.51,244.579166666667,254.493333333333,263.191666666667,280.301666666667,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"63","BasicModel",2026,3,48,32,232.9675,244.183333333333,255.645,263.616666666667,282.313333333334,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"64","BasicModel",2026,4,48,32,229.595,239.995833333333,251.289333333333,259.104166666667,277.498333333334,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"65","BasicModel",2026,5,48,32,225.568333333333,235.933333333333,246.291,254.454166666667,271.964166666667,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"66","BasicModel",2026,6,48,32,222.579166666667,233.125,242.862333333333,251.85,267.986666666667,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"67","BasicModel",2026,7,48,32,222.605,233.570833333333,242.845,252.620833333333,267.535833333333,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"68","BasicModel",2026,8,48,32,220.831666666667,232.366666666667,241.351666666667,251.041666666667,265.944166666667,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"69","BasicModel",2026,9,48,32,225.988333333333,238.05,247.674666666667,257.166666666667,272.275,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"70","BasicModel",2026,10,48,32,228.976666666667,240.666666666667,251.494333333333,261.3,276.644166666667,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"71","BasicModel",2026,11,48,32,229.919166666667,241.7625,252.762666666667,262.7625,278.430833333333,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"72","BasicModel",2026,12,48,32,226.691666666667,238.575,249.373,259.9875,275.148333333333,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"73","BasicModel",2027,1,48,32,227.485,242.729166666667,252.984666666667,261.504166666667,278.16,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"74","BasicModel",2027,2,48,32,229.813333333333,246.041666666667,257.06,265.975,282.549166666667,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"75","BasicModel",2027,3,48,32,230.005,246.720833333334,258.305666666667,267.670833333333,284.4575,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"76","BasicModel",2027,4,48,32,226.615833333333,242.3875,253.952,263.066666666667,280.431666666667,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"77","BasicModel",2027,5,48,32,222.865,237.995833333333,248.931333333333,257.016666666667,275.1425,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"78","BasicModel",2027,6,48,32,220.563333333333,235.520833333333,245.529,252.920833333333,271.905,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"79","BasicModel",2027,7,48,32,221.088333333333,235.1625,245.501333333333,253.683333333333,272.441666666667,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"80","BasicModel",2027,8,48,32,219.5075,233.5,243.983,252.175,270.603333333333,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"81","BasicModel",2027,9,48,32,225.2225,239.341666666667,250.371,258.041666666667,277.479166666667,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"82","BasicModel",2027,10,48,32,228.599166666667,242.4875,254.212,261.670833333333,281.228333333333,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"83","BasicModel",2027,11,48,32,229.606666666667,243.979166666667,255.459666666667,262.604166666667,281.784166666667,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"84","BasicModel",2027,12,48,32,225.8875,240.720833333334,252.015333333333,259.258333333333,277.503333333333,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"85","BasicModel",2028,1,48,32,225.731666666667,245.383333333333,256.689666666667,265.091666666667,285.008333333333,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"86","BasicModel",2028,2,48,32,229.275833333333,249.204166666667,261.126,270.4,291.373333333333,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"87","BasicModel",2028,3,48,32,230.28,249.595833333333,262.623333333333,272.779166666667,294.08,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"88","BasicModel",2028,4,48,32,226.955,245.025,258.311,267.6375,290.040833333333,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"89","BasicModel",2028,5,48,32,223.193333333333,240.875,253.318333333333,262.404166666667,284.4175,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"90","BasicModel",2028,6,48,32,220.779166666667,237.775,249.935333333333,259.070833333333,281.096666666667,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"91","BasicModel",2028,7,48,32,221.07,237.354166666667,249.968666666667,259.429166666667,281.6125,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"92","BasicModel",2028,8,48,32,219.408333333333,235.866666666667,248.339666666667,257.533333333333,279.96,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"93","BasicModel",2028,9,48,32,224.469166666667,241.741666666667,254.718666666667,264.958333333333,287.281666666667,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"94","BasicModel",2028,10,48,32,227.565,245.383333333333,258.503666666667,269.1125,291.5025,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"95","BasicModel",2028,11,48,32,228.4125,246.7625,259.648,270.016666666667,292.001666666667,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"96","BasicModel",2028,12,48,32,224.6425,243.891666666667,255.994,265.566666666667,286.851666666667,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"97","BasicModel",2029,1,48,32,225.259166666667,246.9,260.352,270.079166666667,294.581666666667,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"98","BasicModel",2029,2,48,32,227.474166666667,250.320833333333,264.604,275.020833333333,299.120833333333,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"99","BasicModel",2029,3,48,32,227.600833333333,250.541666666667,265.972666666667,277.0625,299.9325,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"100","BasicModel",2029,4,48,32,224.48,246.445833333333,261.695,271.320833333333,295.286666666667,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"101","BasicModel",2029,5,48,32,221.0525,241.925,256.785333333333,264.733333333333,290.075,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"102","BasicModel",2029,6,48,32,219.095833333333,238.945833333333,253.482666666667,261.8875,287.250833333333,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"103","BasicModel",2029,7,48,32,219.849166666667,238.895833333333,253.594333333333,262.775,288.220833333333,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"104","BasicModel",2029,8,48,32,217.805,237.533333333333,251.915,260.5375,286.533333333333,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"105","BasicModel",2029,9,48,32,223.41,243.8375,258.324333333333,267.6375,294.386666666667,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"106","BasicModel",2029,10,48,32,226.5275,247.5125,262.095333333333,271.533333333333,299.058333333333,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"107","BasicModel",2029,11,48,32,227.574166666667,248.8375,263.176666666667,272.658333333333,299.726666666667,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"108","BasicModel",2029,12,48,32,223.063333333333,245.65,259.443,268.0875,294.768333333333,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"109","BasicModel",2030,1,48,32,223.904166666667,248.116666666667,262.977,275.8375,303.8625,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"110","BasicModel",2030,2,48,32,226.52,250.95,267.308,280.308333333333,308.801666666667,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"111","BasicModel",2030,3,48,32,227.411666666667,252.604166666667,268.758666666667,281.895833333333,309.703333333334,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"112","BasicModel",2030,4,48,32,224.473333333333,248.754166666667,264.510333333333,277.041666666667,305.015833333333,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"113","BasicModel",2030,5,48,32,221.065,244.170833333333,259.619666666667,271.495833333333,299.356666666667,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"114","BasicModel",2030,6,48,32,219.198333333333,240.879166666667,256.351333333333,267.670833333333,295.758333333333,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"115","BasicModel",2030,7,48,32,219.940833333333,240.866666666667,256.474666666667,267.404166666667,296.449166666667,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"116","BasicModel",2030,8,48,32,218.2375,238.945833333333,254.772333333333,266.2625,294.84,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
