"","Scenario_ID","Year","WeeksPerYr","HrsPerWeek","CI05","CI25","MeanHrs","CI75","CI95","BaselinePop","o_PopGrowth","o_Fertility_decr","o_MHIVTB_decr","o_ChildDis_decr","sheet_TaskValues","sheet_PopValues","sheet_SeasonalityCurves","sheet_Cadre","DeliveryModel","Geography_dontedit","Notes"
"11","BasicModel",2031,48,32,6299.64500000001,6585.02500000001,6827.89233333335,6988.39166666668,7386.00500000002,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"12","BasicModel",2032,48,32,6362.25166666669,6636.00416666667,6881.38800000001,7021.98333333335,7531.96333333335,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"13","BasicModel",2033,48,32,6415.80750000001,6658.07916666669,6952.44433333335,7094.99583333336,7737.8116666667,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"14","BasicModel",2034,48,32,6453.69333333335,6746.18750000002,7015.81066666668,7143.32916666667,7802.37916666668,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"15","BasicModel",2035,48,32,6456.28750000001,6825.07916666667,7068.04333333335,7246.65416666667,7841.19416666669,5000,TRUE,TRUE,TRUE,TRUE,"TV_Basic","PopValues","SeasonalityCurves","Cadres_Basic","Basic","Ethiopia",NA
"16","ComprehensiveModel",2021,48,32,6703.32083333333,6822.57083333334,6907.23833333334,6971.52916666667,7143.36500000001,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Ethiopia",NA
"17","ComprehensiveModel",2022,48,32,6778.55249999999,6897.55416666668,6997.86633333334,7111.57083333335,7291.19833333333,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Ethiopia",NA
"18","ComprehensiveModel",2023,48,32,6781.145,6955.73333333334,7087.12333333335,7219.70416666667,7324.22500000001,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Ethiopia",NA
"19","ComprehensiveModel",2024,48,32,6883.92916666667,7014.84166666668,7171.09333333335,7313.17500000001,7454.83833333336,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Ethiopia",NA
"20","ComprehensiveModel",2025,48,32,7332.64666666667,7555.03750000001,7690.15733333335,7844.61666666671,8024.22166666669,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Ethiopia",NA
"21","ComprehensiveModel",2026,48,32,7284.74250000004,7615.85000000001,7770.77233333335,7955.4666666667,8144.53833333334,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Ethiopia",NA
"22","ComprehensiveModel",2027,48,32,7362.53083333335,7639.00000000002,7826.04966666668,7989.31666666667,8290.33583333337,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Ethiopia",NA
"23","ComprehensiveModel",2028,48,32,7371.44916666667,7723.65000000002,7888.15833333335,8054.95833333336,8353.09666666669,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Ethiopia",NA
"24","ComprehensiveModel",2029,48,32,7304.63000000001,7782.50416666669,7940.28533333335,8154.60416666669,8433.62750000001,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Ethiopia",NA
"25","ComprehensiveModel",2030,48,32,7356.65833333336,7823.30833333335,8012.98766666668,8222.75416666668,8541.98333333334,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Ethiopia",NA
"26","ComprehensiveModel",2031,48,32,7385.61166666668,7885.85416666668,8074.82133333335,8294.02499999999,8601.48916666666,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Ethiopia",NA
"27","ComprehensiveModel",2032,48,32,7441.58000000003,7917.04583333336,8139.66266666668,8434.20833333337,8711.02333333334,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Ethiopia",NA
"28","ComprehensiveModel",2033,48,32,7497.92500000002,7892.87500000001,8198.09633333335,8557.80000000001,8831.62750000001,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Ethiopia",NA
"29","ComprehensiveModel",2034,48,32,7513.21166666668,7950.68333333334,8266.48600000001,8584.42083333336,8992.31666666666,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Ethiopia",NA
"30","ComprehensiveModel",2035,48,32,7522.41166666668,7955.05833333335,8320.92166666668,8701.45416666668,9200.60500000001,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Ethiopia",NA
"31","MergedModel",2021,48,32,4517.20000000001,4585.92500000001,4661.65466666668,4732.59166666668,4812.43416666667,5000,TRUE,TRUE,TRUE,TRUE,"TV_Merged","PopValues","SeasonalityCurves","Cadres_Merged","Merged","Ethiopia",NA
"32","MergedModel",2022,48,32,4564.69583333334,4643.57083333335,4713.48433333334,4774.85833333335,4886.18083333334,5000,TRUE,TRUE,TRUE,TRUE,"TV_Merged","PopValues","SeasonalityCurves","Cadres_Merged","Merged","Ethiopia",NA
"33","MergedModel",2023,48,32,4578.84416666668,4679.27916666668,4759.57800000001,4827.0875,4959.99083333335,5000,TRUE,TRUE,TRUE,TRUE,"TV_Merged","PopValues","SeasonalityCurves","Cadres_Merged","Merged","Ethiopia",NA
"34","MergedModel",2024,48,32,4572.63083333335,4685.03333333334,4804.44700000001,4912.10000000001,5050.09833333335,5000,TRUE,TRUE,TRUE,TRUE,"TV_Merged","PopValues","SeasonalityCurves","Cadres_Merged","Merged","Ethiopia",NA
"35","MergedModel",2025,48,32,4558.25416666667,4751.50416666668,4845.33333333334,4939.95833333335,5132.90833333334,5000,TRUE,TRUE,TRUE,TRUE,"TV_Merged","PopValues","SeasonalityCurves","Cadres_Merged","Merged","Ethiopia",NA
"36","MergedModel",2026,48,32,4590.37916666668,4770.16666666668,4896.51133333334,5012.01666666668,5150.66833333334,5000,TRUE,TRUE,TRUE,TRUE,"TV_Merged","PopValues","SeasonalityCurves","Cadres_Merged","Merged","Ethiopia",NA
"37","MergedModel",2027,48,32,4544.15916666668,4813.16666666668,4951.93566666668,5103.85833333335,5269.76583333334,5000,TRUE,TRUE,TRUE,TRUE,"TV_Merged","PopValues","SeasonalityCurves","Cadres_Merged","Merged","Ethiopia",NA
"38","MergedModel",2028,48,32,4497.41333333334,4841.96666666667,5002.51866666667,5218.05833333335,5414.49333333334,5000,TRUE,TRUE,TRUE,TRUE,"TV_Merged","PopValues","SeasonalityCurves","Cadres_Merged","Merged","Ethiopia",NA
"39","MergedModel",2029,48,32,4561.67083333334,4874.46666666667,5048.98233333334,5245.64166666668,5522.58916666668,5000,TRUE,TRUE,TRUE,TRUE,"TV_Merged","PopValues","SeasonalityCurves","Cadres_Merged","Merged","Ethiopia",NA
"40","MergedModel",2030,48,32,4605.85833333334,4916.85,5083.86733333334,5288.47083333334,5592.63250000001,5000,TRUE,TRUE,TRUE,TRUE,"TV_Merged","PopValues","SeasonalityCurves","Cadres_Merged","Merged","Ethiopia",NA
"41","MergedModel",2031,48,32,4638.34666666668,4927.875,5126.14966666667,5330.49583333334,5693.16333333335,5000,TRUE,TRUE,TRUE,TRUE,"TV_Merged","PopValues","SeasonalityCurves","Cadres_Merged","Merged","Ethiopia",NA
"42","MergedModel",2032,48,32,4660.78333333334,4955.35833333335,5152.59566666667,5389.90833333334,5667.83250000001,5000,TRUE,TRUE,TRUE,TRUE,"TV_Merged","PopValues","SeasonalityCurves","Cadres_Merged","Merged","Ethiopia",NA
"43","MergedModel",2033,48,32,4725.21083333334,4970.92500000001,5186.37633333334,5406.98333333334,5727.54666666667,5000,TRUE,TRUE,TRUE,TRUE,"TV_Merged","PopValues","SeasonalityCurves","Cadres_Merged","Merged","Ethiopia",NA
"44","MergedModel",2034,48,32,4677.23916666668,5015.46250000001,5213.22100000001,5429.43333333334,5814.74000000001,5000,TRUE,TRUE,TRUE,TRUE,"TV_Merged","PopValues","SeasonalityCurves","Cadres_Merged","Merged","Ethiopia",NA
"45","MergedModel",2035,48,32,4679.92666666667,5065.71250000001,5244.63533333334,5423.47083333333,5862.39916666668,5000,TRUE,TRUE,TRUE,TRUE,"TV_Merged","PopValues","SeasonalityCurves","Cadres_Merged","Merged","Ethiopia",NA
