"","Scenario_ID","Year","WeeksPerYr","HrsPerWeek","CI05","CI25","CI50","CI75","CI95","BaselinePop","o_PopGrowth","o_Fertility_decr","o_MHIVTB_decr","o_ChildDis_decr","sheet_TaskValues","sheet_PopValues","sheet_SeasonalityCurves","sheet_Cadre","DeliveryModel","Geography_dontedit","Notes"
"27","ComprehensiveModel",2032,48,32,3472.94333333334,3782.67083333334,4014.35466666668,4240.3,4527.34833333334,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Ethiopia",NA
"28","ComprehensiveModel",2033,48,32,3487.65833333334,3788.95000000001,4042.84033333334,4311.67083333334,4572.10583333334,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Ethiopia",NA
"29","ComprehensiveModel",2034,48,32,3505.23000000001,3795.53333333335,4089.12600000001,4379.36666666668,4738.27,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Ethiopia",NA
"30","ComprehensiveModel",2035,48,32,3523.82916666667,3795.2,4129.46966666668,4389.40833333335,4793.41500000001,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Ethiopia",NA
"31","MergedModel",2021,48,32,1574.89833333333,1620.1625,1669.27866666666,1716.06666666666,1797.88916666666,5000,TRUE,TRUE,TRUE,TRUE,"TV_Merged","PopValues","SeasonalityCurves","Cadres_Merged","Merged","Ethiopia",NA
"32","MergedModel",2022,48,32,1586.78833333333,1638.45416666666,1696.96833333333,1725.45833333333,1851.97416666666,5000,TRUE,TRUE,TRUE,TRUE,"TV_Merged","PopValues","SeasonalityCurves","Cadres_Merged","Merged","Ethiopia",NA
"33","MergedModel",2023,48,32,1590.01416666666,1665.7625,1718.926,1763.28333333333,1911,5000,TRUE,TRUE,TRUE,TRUE,"TV_Merged","PopValues","SeasonalityCurves","Cadres_Merged","Merged","Ethiopia",NA
"34","MergedModel",2024,48,32,1560.87833333333,1644.82083333333,1739.299,1799.80416666667,1954.49416666666,5000,TRUE,TRUE,TRUE,TRUE,"TV_Merged","PopValues","SeasonalityCurves","Cadres_Merged","Merged","Ethiopia",NA
"35","MergedModel",2025,48,32,1538.09916666666,1662.175,1755.00933333333,1833.875,2031.30833333333,5000,TRUE,TRUE,TRUE,TRUE,"TV_Merged","PopValues","SeasonalityCurves","Cadres_Merged","Merged","Ethiopia",NA
"36","MergedModel",2026,48,32,1541.10916666666,1679.81666666667,1779.51133333333,1859.46666666666,2077.92166666666,5000,TRUE,TRUE,TRUE,TRUE,"TV_Merged","PopValues","SeasonalityCurves","Cadres_Merged","Merged","Ethiopia",NA
"37","MergedModel",2027,48,32,1507.79333333333,1682.52083333333,1802.29566666666,1913.28333333333,2106.30583333333,5000,TRUE,TRUE,TRUE,TRUE,"TV_Merged","PopValues","SeasonalityCurves","Cadres_Merged","Merged","Ethiopia",NA
"38","MergedModel",2028,48,32,1474.42583333333,1713.17083333333,1821.61066666666,1967.34583333333,2165.07333333333,5000,TRUE,TRUE,TRUE,TRUE,"TV_Merged","PopValues","SeasonalityCurves","Cadres_Merged","Merged","Ethiopia",NA
"39","MergedModel",2029,48,32,1470.51333333333,1711.10833333333,1841.50233333333,1989.14166666666,2238.7675,5000,TRUE,TRUE,TRUE,TRUE,"TV_Merged","PopValues","SeasonalityCurves","Cadres_Merged","Merged","Ethiopia",NA
"40","MergedModel",2030,48,32,1492.32666666666,1725.72916666666,1850.39133333333,1980.04583333333,2217.57083333333,5000,TRUE,TRUE,TRUE,TRUE,"TV_Merged","PopValues","SeasonalityCurves","Cadres_Merged","Merged","Ethiopia",NA
"41","MergedModel",2031,48,32,1532.29833333333,1714.0375,1867.01766666666,2022.70416666666,2287.155,5000,TRUE,TRUE,TRUE,TRUE,"TV_Merged","PopValues","SeasonalityCurves","Cadres_Merged","Merged","Ethiopia",NA
"42","MergedModel",2032,48,32,1502.81083333333,1746.44166666666,1874.33166666666,2021.7125,2320.4025,5000,TRUE,TRUE,TRUE,TRUE,"TV_Merged","PopValues","SeasonalityCurves","Cadres_Merged","Merged","Ethiopia",NA
"43","MergedModel",2033,48,32,1499.4775,1741.10833333333,1884.72433333333,2058.94583333333,2361.4175,5000,TRUE,TRUE,TRUE,TRUE,"TV_Merged","PopValues","SeasonalityCurves","Cadres_Merged","Merged","Ethiopia",NA
"44","MergedModel",2034,48,32,1500.4525,1742.53333333333,1893.649,2002.52916666666,2374.21916666667,5000,TRUE,TRUE,TRUE,TRUE,"TV_Merged","PopValues","SeasonalityCurves","Cadres_Merged","Merged","Ethiopia",NA
"45","MergedModel",2035,48,32,1461.82666666667,1743.4125,1903.73533333333,2046.09583333333,2369.92333333333,5000,TRUE,TRUE,TRUE,TRUE,"TV_Merged","PopValues","SeasonalityCurves","Cadres_Merged","Merged","Ethiopia",NA
