"","Scenario_ID","DeliveryModel.x","Year","WeeksPerYr.x","Cadre","CI05","CI25","CI50","CI75","CI95","WeeksPerYr.y","HrsPerWeek","BaselinePop","o_PopGrowth","o_Fertility_decr","o_MHIVTB_decr","o_ChildDis_decr","sheet_TaskValues","sheet_PopValues","sheet_SeasonalityCurves","sheet_Cadre","DeliveryModel.y","Geography_dontedit","Notes"
"1","Addis_DHS1900","Comprehensive",2021,48,"EH_hrs",0,0,0,0,0,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Addis Ababa",NA
"2","Addis_DHS1900","Comprehensive",2021,48,"FH_hrs",0,0,0,0,0,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Addis Ababa",NA
"3","Addis_DHS1900","Comprehensive",2021,48,"HEW_hrs",373.588900000002,380.767750000002,385.749950000002,390.107250000002,396.535050000001,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Addis Ababa",NA
"4","Addis_DHS1900","Comprehensive",2021,48,"HO_hrs",0,0,0,0,0,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Addis Ababa",NA
"5","Addis_DHS1900","Comprehensive",2021,48,"MW_hrs",0,0,0,0,0,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Addis Ababa",NA
"6","Addis_DHS1900","Comprehensive",2021,48,"RN_hrs",0,0,0,0,0,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Addis Ababa",NA
"7","Addis_DHS1900","Comprehensive",2021,48,"UN_hrs",373.588900000002,380.767750000002,385.749950000002,390.107250000002,396.535050000001,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Addis Ababa",NA
"8","Addis_DHS1900","Comprehensive",2022,48,"EH_hrs",0,0,0,0,0,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Addis Ababa",NA
"9","Addis_DHS1900","Comprehensive",2022,48,"FH_hrs",0,0,0,0,0,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Addis Ababa",NA
"10","Addis_DHS1900","Comprehensive",2022,48,"HEW_hrs",381.342850000002,391.475750000001,396.625150000002,402.322750000002,408.885500000002,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Addis Ababa",NA
"11","Addis_DHS1900","Comprehensive",2022,48,"HO_hrs",0,0,0,0,0,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Addis Ababa",NA
"12","Addis_DHS1900","Comprehensive",2022,48,"MW_hrs",0,0,0,0,0,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Addis Ababa",NA
"13","Addis_DHS1900","Comprehensive",2022,48,"RN_hrs",0,0,0,0,0,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Addis Ababa",NA
"14","Addis_DHS1900","Comprehensive",2022,48,"UN_hrs",381.342850000002,391.475750000001,396.625150000002,402.322750000002,408.885500000002,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Addis Ababa",NA
"15","Addis_DHS1900","Comprehensive",2023,48,"EH_hrs",0,0,0,0,0,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Addis Ababa",NA
"16","Addis_DHS1900","Comprehensive",2023,48,"FH_hrs",0,0,0,0,0,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Addis Ababa",NA
"17","Addis_DHS1900","Comprehensive",2023,48,"HEW_hrs",390.747050000002,400.954000000003,407.240840000002,415.107000000002,420.657750000002,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Addis Ababa",NA
"18","Addis_DHS1900","Comprehensive",2023,48,"HO_hrs",0,0,0,0,0,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Addis Ababa",NA
"19","Addis_DHS1900","Comprehensive",2023,48,"MW_hrs",0,0,0,0,0,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Addis Ababa",NA
"20","Addis_DHS1900","Comprehensive",2023,48,"RN_hrs",0,0,0,0,0,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Addis Ababa",NA
"21","Addis_DHS1900","Comprehensive",2023,48,"UN_hrs",390.747050000002,400.954000000003,407.240840000002,415.107000000002,420.657750000002,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Addis Ababa",NA
"22","Addis_DHS1900","Comprehensive",2024,48,"EH_hrs",0,0,0,0,0,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Addis Ababa",NA
"23","Addis_DHS1900","Comprehensive",2024,48,"FH_hrs",0,0,0,0,0,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Addis Ababa",NA
"24","Addis_DHS1900","Comprehensive",2024,48,"HEW_hrs",398.615050000001,408.738000000001,417.188880000002,425.199500000001,434.980300000002,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Addis Ababa",NA
"25","Addis_DHS1900","Comprehensive",2024,48,"HO_hrs",0,0,0,0,0,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Addis Ababa",NA
"26","Addis_DHS1900","Comprehensive",2024,48,"MW_hrs",0,0,0,0,0,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Addis Ababa",NA
"27","Addis_DHS1900","Comprehensive",2024,48,"RN_hrs",0,0,0,0,0,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Addis Ababa",NA
"28","Addis_DHS1900","Comprehensive",2024,48,"UN_hrs",398.615050000001,408.738000000001,417.188880000002,425.199500000001,434.980300000002,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Addis Ababa",NA
"29","Addis_DHS1900","Comprehensive",2025,48,"EH_hrs",0,0,0,0,0,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Addis Ababa",NA
"30","Addis_DHS1900","Comprehensive",2025,48,"FH_hrs",0,0,0,0,0,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Addis Ababa",NA
"31","Addis_DHS1900","Comprehensive",2025,48,"HEW_hrs",427.793100000002,442.600250000002,452.822750000002,460.976000000002,476.316800000002,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Addis Ababa",NA
"32","Addis_DHS1900","Comprehensive",2025,48,"HO_hrs",427.793100000002,442.600250000002,452.822750000002,460.976000000002,476.316800000002,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Addis Ababa",NA
"33","Addis_DHS1900","Comprehensive",2025,48,"MW_hrs",427.793100000002,442.600250000002,452.822750000002,460.976000000002,476.316800000002,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Addis Ababa",NA
"34","Addis_DHS1900","Comprehensive",2025,48,"RN_hrs",0,0,0,0,0,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Addis Ababa",NA
"35","Addis_DHS1900","Comprehensive",2025,48,"UN_hrs",427.793100000002,442.600250000002,452.822750000002,460.976000000002,476.316800000002,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Addis Ababa",NA
"36","Addis_DHS1900","Comprehensive",2026,48,"EH_hrs",0,0,0,0,0,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Addis Ababa",NA
