"","Scenario_ID","Year","WeeksPerYr.x","HrsPerWeek.x","CI05","CI25","CI50","CI75","CI95","WeeksPerYr.y","HrsPerWeek.y","BaselinePop","o_PopGrowth","o_Fertility_decr","o_MHIVTB_decr","o_ChildDis_decr","sheet_TaskValues","sheet_PopValues","sheet_SeasonalityCurves","sheet_Cadre","DeliveryModel","Geography_dontedit","Notes"
"1","ComprehensiveModel",2021,48,32,3467.29083333335,3634.66666666669,3722.64300000002,3824.02083333335,3911.86500000001,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Afar",NA
"2","ComprehensiveModel",2022,48,32,3759.16666666668,3933.74166666668,4045.35933333335,4161.05833333334,4334.03416666669,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Afar",NA
"3","ComprehensiveModel",2023,48,32,4057.22000000001,4269.25416666668,4402.30350000001,4549.28333333335,4726.50250000001,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Afar",NA
"4","ComprehensiveModel",2024,48,32,4301.00250000002,4593.26666666668,4780.08450000001,4983.95000000002,5205.89916666668,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Afar",NA
"5","ComprehensiveModel",2025,48,32,4561.47250000001,4958.69166666669,5169.37950000001,5456.80416666669,5769.37666666668,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Afar",NA
"6","ComprehensiveModel",2026,48,32,4707.26250000001,5121.57083333334,5412.11766666668,5687.17083333334,6151.95083333334,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Afar",NA
"7","ComprehensiveModel",2027,48,32,4833.91583333335,5254.10833333335,5625.62366666668,5918.7375,6511.46416666667,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Afar",NA
"8","ComprehensiveModel",2028,48,32,4991.49000000001,5458.74583333334,5834.50050000001,6206.04583333334,6752.47250000002,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Afar",NA
"9","ComprehensiveModel",2029,48,32,5097.92500000002,5615.125,6037.16083333334,6441.91666666667,7163.73250000001,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Afar",NA
"10","ComprehensiveModel",2030,48,32,5161.2275,5752.65000000001,6242.67800000001,6719.83750000001,7524.2825,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Afar",NA
"11","ComprehensiveModel",2031,48,32,5277.61749999999,5950.32916666666,6443.78466666668,6926.33750000002,7721.77416666669,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Afar",NA
"12","ComprehensiveModel",2032,48,32,5409.56166666668,6075.83750000002,6653.26616666668,7158.55416666669,8090.68000000001,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Afar",NA
"13","ComprehensiveModel",2033,48,32,5456.75000000001,6309.35833333334,6800.43400000001,7355.86250000001,8351.53000000001,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Afar",NA
"14","ComprehensiveModel",2034,48,32,5546.41416666667,6319.07916666668,6946.09516666667,7451.23333333335,8593.34500000001,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Afar",NA
"15","ComprehensiveModel",2035,48,32,5620.43583333335,6448.30833333336,7089.58233333334,7628.51666666665,8843.90416666667,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Afar",NA
"16","Comprehensive_A",2021,48,32,3343.62250000001,3488.15000000002,3571.95516666668,3661.13333333335,3748.08833333334,48,32,5000,FALSE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Afar",NA
"17","Comprehensive_A",2022,48,32,3480.54166666667,3625.51666666668,3714.37416666668,3812.67916666669,3963.23916666668,48,32,5000,FALSE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Afar",NA
"18","Comprehensive_A",2023,48,32,3587.87666666668,3766.29583333334,3869.63950000001,4001.07916666668,4109.62250000001,48,32,5000,FALSE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Afar",NA
"19","Comprehensive_A",2024,48,32,3651.19166666667,3886.93333333335,4017.68783333335,4171.60000000002,4315.42500000001,48,32,5000,FALSE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Afar",NA
"20","Comprehensive_A",2025,48,32,3723.65583333335,4008.12083333335,4150.23383333335,4342.86666666668,4553.36,48,32,5000,FALSE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Afar",NA
"21","Comprehensive_A",2026,48,32,3683.14666666668,3989.61250000002,4150.96083333335,4313.73333333334,4570.15416666668,48,32,5000,FALSE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Afar",NA
"22","Comprehensive_A",2027,48,32,3681.41583333335,3919.63333333335,4120.15866666668,4281.03333333335,4614.92666666668,48,32,5000,FALSE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Afar",NA
"23","Comprehensive_A",2028,48,32,3612.45916666667,3884.81250000001,4081.63983333334,4268.47500000001,4563.85416666667,48,32,5000,FALSE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Afar",NA
"24","Comprehensive_A",2029,48,32,3540.71416666668,3822.82500000001,4037.65066666668,4242.69583333334,4558.17000000001,48,32,5000,FALSE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Afar",NA
"25","Comprehensive_A",2030,48,32,3478.36833333335,3762.79166666667,3994.38316666668,4234.20833333333,4513.84416666667,48,32,5000,FALSE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Afar",NA
"26","Comprehensive_A",2031,48,32,3431.90500000001,3724.70833333335,3945.72466666668,4189.27500000002,4526.75583333334,48,32,5000,FALSE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Afar",NA
"27","Comprehensive_A",2032,48,32,3324.20583333334,3651.11666666668,3899.24733333334,4150.34166666668,4513.84833333334,48,32,5000,FALSE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Afar",NA
"28","Comprehensive_A",2033,48,32,3278.52916666667,3612.39583333334,3819.61166666668,4074.51666666669,4424.42583333334,48,32,5000,FALSE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Afar",NA
"29","Comprehensive_A",2034,48,32,3253.71583333334,3540.99166666667,3744.30166666668,4014.59583333335,4314.82833333335,48,32,5000,FALSE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Afar",NA
"30","Comprehensive_A",2035,48,32,3161.47916666667,3434.57916666668,3668.30583333334,3898.24166666667,4224.43416666668,48,32,5000,FALSE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Afar",NA
"31","Comprehensive_B",2021,48,32,3340.97916666667,3470.55833333335,3550.26400000002,3642.43333333335,3720.83000000002,48,32,5000,FALSE,FALSE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Afar",NA
"32","Comprehensive_B",2022,48,32,3429.99250000001,3580.46666666668,3661.24933333335,3747.66250000002,3903.44416666668,48,32,5000,FALSE,FALSE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Afar",NA
"33","Comprehensive_B",2023,48,32,3516.84166666668,3692.96666666669,3783.14583333335,3912.08750000002,4020.97750000002,48,32,5000,FALSE,FALSE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Afar",NA
"34","Comprehensive_B",2024,48,32,3559.83250000001,3778.84166666667,3892.91683333335,4035.55416666667,4170.77083333335,48,32,5000,FALSE,FALSE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Afar",NA
"35","Comprehensive_B",2025,48,32,3602.23416666668,3859.41250000002,3988.17316666668,4149.07083333334,4371.81583333334,48,32,5000,FALSE,FALSE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Afar",NA
"36","Comprehensive_B",2026,48,32,3530.58416666668,3797.98333333335,3953.17483333335,4109.89583333334,4334.68666666668,48,32,5000,FALSE,FALSE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Afar",NA
"37","Comprehensive_B",2027,48,32,3490.90000000001,3697.42083333334,3890.97600000001,4046.76250000002,4353.09666666668,48,32,5000,FALSE,FALSE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Afar",NA
"38","Comprehensive_B",2028,48,32,3423.71333333334,3652.25416666668,3825.60266666668,3983.30416666668,4244.91750000001,48,32,5000,FALSE,FALSE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Afar",NA
"39","Comprehensive_B",2029,48,32,3302.35583333334,3572.54166666668,3758.24483333334,3941.67083333334,4199.78833333335,48,32,5000,FALSE,FALSE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Afar",NA
"40","Comprehensive_B",2030,48,32,3230.91833333334,3508.79583333334,3689.70650000001,3882.75833333334,4143.67916666668,48,32,5000,FALSE,FALSE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Afar",NA
"41","Comprehensive_B",2031,48,32,3170.80583333334,3448.00000000001,3619.56900000001,3822.88333333334,4095.92666666669,48,32,5000,FALSE,FALSE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Afar",NA
"42","Comprehensive_B",2032,48,32,3093.84416666668,3371.86250000001,3557.70950000001,3765.5375,4047.29500000002,48,32,5000,FALSE,FALSE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Afar",NA
"43","Comprehensive_B",2033,48,32,2974.22416666668,3283.90000000001,3468.94483333334,3676.50416666668,3909.98666666668,48,32,5000,FALSE,FALSE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Afar",NA
"44","Comprehensive_B",2034,48,32,2958.29916666667,3197.10000000001,3387.52050000001,3594.96250000001,3826.53000000001,48,32,5000,FALSE,FALSE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Afar",NA
"45","Comprehensive_B",2035,48,32,2832.54750000001,3108.53333333334,3309.88550000001,3491.81250000001,3760.99583333334,48,32,5000,FALSE,FALSE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Afar",NA
