"","Scenario_ID","Year","WeeksPerYr","HrsPerWeek","CI05","CI25","CI50","CI75","CI95","BaselinePop","o_PopGrowth","o_Fertility_decr","o_MHIVTB_decr","o_ChildDis_decr","sheet_TaskValues","sheet_PopValues","sheet_SeasonalityCurves","sheet_Cadre","DeliveryModel","Geography_dontedit","Notes"
"23","ComprehensiveModel",2028,48,32,3523.80666666667,3713.23333333333,3970.77000000001,4239.91666666667,4340.86333333334,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Ethiopia",NA
"24","ComprehensiveModel",2029,48,32,3527.23666666666,3725.11666666669,4015.22333333334,4266.03333333334,4366.23333333334,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Ethiopia",NA
"25","ComprehensiveModel",2030,48,32,3509.80666666667,3693.76666666667,4083.76666666667,4390.06666666667,4516.64000000001,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Ethiopia",NA
"26","ComprehensiveModel",2031,48,32,3533.55333333334,3747.50000000001,4161.77666666667,4543.00000000001,4551.08000000001,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Ethiopia",NA
"27","ComprehensiveModel",2032,48,32,3518.54000000001,3763.56666666668,4223.43000000001,4557.48333333335,4790.13666666668,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Ethiopia",NA
"28","ComprehensiveModel",2033,48,32,3623.17,3803.05000000001,4283.50000000001,4631.03333333334,4856.87333333335,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Ethiopia",NA
"29","ComprehensiveModel",2034,48,32,3616.83666666668,3794.65000000001,4349.23666666667,4841.01666666667,4901.57666666667,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Ethiopia",NA
"30","ComprehensiveModel",2035,48,32,3657.27666666668,3871.51666666667,4473.50666666667,4987.83333333333,5059.42000000001,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Ethiopia",NA
"31","MergedModel",2021,48,32,1626.44,1628.6,1689.5,1722.36666666666,1790.68666666666,5000,TRUE,TRUE,TRUE,TRUE,"TV_Merged","PopValues","SeasonalityCurves","Cadres_Merged","Merged","Ethiopia",NA
"32","MergedModel",2022,48,32,1642.36,1665.06666666666,1699.97666666666,1725.86666666666,1759.02666666666,5000,TRUE,TRUE,TRUE,TRUE,"TV_Merged","PopValues","SeasonalityCurves","Cadres_Merged","Merged","Ethiopia",NA
"33","MergedModel",2023,48,32,1628.75333333333,1668.23333333333,1699.99333333333,1743.36666666667,1760.47333333333,5000,TRUE,TRUE,TRUE,TRUE,"TV_Merged","PopValues","SeasonalityCurves","Cadres_Merged","Merged","Ethiopia",NA
"34","MergedModel",2024,48,32,1575.60333333333,1607.88333333333,1670.30666666666,1759.36666666666,1777.12666666667,5000,TRUE,TRUE,TRUE,TRUE,"TV_Merged","PopValues","SeasonalityCurves","Cadres_Merged","Merged","Ethiopia",NA
"35","MergedModel",2025,48,32,1500.41,1547.91666666667,1636.17333333333,1721.81666666666,1739.07,5000,TRUE,TRUE,TRUE,TRUE,"TV_Merged","PopValues","SeasonalityCurves","Cadres_Merged","Merged","Ethiopia",NA
"36","MergedModel",2026,48,32,1465.88666666667,1587.03333333333,1657.22333333333,1752.85,1763.02333333333,5000,TRUE,TRUE,TRUE,TRUE,"TV_Merged","PopValues","SeasonalityCurves","Cadres_Merged","Merged","Ethiopia",NA
"37","MergedModel",2027,48,32,1424.88333333333,1536.55,1640.83,1767.3,1771.35333333333,5000,TRUE,TRUE,TRUE,TRUE,"TV_Merged","PopValues","SeasonalityCurves","Cadres_Merged","Merged","Ethiopia",NA
"38","MergedModel",2028,48,32,1394.23333333333,1541.5,1651.07666666666,1802.68333333333,1812.43,5000,TRUE,TRUE,TRUE,TRUE,"TV_Merged","PopValues","SeasonalityCurves","Cadres_Merged","Merged","Ethiopia",NA
"39","MergedModel",2029,48,32,1407.03666666667,1642.45,1717.61666666666,1848.06666666666,1897.68,5000,TRUE,TRUE,TRUE,TRUE,"TV_Merged","PopValues","SeasonalityCurves","Cadres_Merged","Merged","Ethiopia",NA
"40","MergedModel",2030,48,32,1378.43666666667,1647.05,1727.72,1909.38333333333,1932.63666666666,5000,TRUE,TRUE,TRUE,TRUE,"TV_Merged","PopValues","SeasonalityCurves","Cadres_Merged","Merged","Ethiopia",NA
"41","MergedModel",2031,48,32,1389.03333333333,1677.5,1749.58333333333,1903.45,1956.05,5000,TRUE,TRUE,TRUE,TRUE,"TV_Merged","PopValues","SeasonalityCurves","Cadres_Merged","Merged","Ethiopia",NA
"42","MergedModel",2032,48,32,1392.31666666667,1744.05,1766.64666666666,1907.06666666666,1977.49333333333,5000,TRUE,TRUE,TRUE,TRUE,"TV_Merged","PopValues","SeasonalityCurves","Cadres_Merged","Merged","Ethiopia",NA
"43","MergedModel",2033,48,32,1418.42,1770.63333333333,1765.25,1920.98333333333,1978.22333333333,5000,TRUE,TRUE,TRUE,TRUE,"TV_Merged","PopValues","SeasonalityCurves","Cadres_Merged","Merged","Ethiopia",NA
"44","MergedModel",2034,48,32,1404.86333333333,1807.45,1768.69333333333,1883.78333333333,1979.26333333333,5000,TRUE,TRUE,TRUE,TRUE,"TV_Merged","PopValues","SeasonalityCurves","Cadres_Merged","Merged","Ethiopia",NA
"45","MergedModel",2035,48,32,1394.31333333333,1738.56666666667,1766.12666666666,1928.85,2017.63666666666,5000,TRUE,TRUE,TRUE,TRUE,"TV_Merged","PopValues","SeasonalityCurves","Cadres_Merged","Merged","Ethiopia",NA
