"","Scenario_ID","Year","WeeksPerYr.x","HrsPerWeek.x","CI05","CI25","MeanHrs","CI75","CI95","WeeksPerYr.y","HrsPerWeek.y","BaselinePop","o_PopGrowth","o_Fertility_decr","o_MHIVTB_decr","o_ChildDis_decr","sheet_TaskValues","sheet_PopValues","sheet_SeasonalityCurves","sheet_Cadre","DeliveryModel","Geography_dontedit","Notes"
"1","ComprehensiveModel",2021,48,32,6524.58583333336,6647.09166666669,6726.34666666668,6784.19583333336,6937.96416666667,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Amhara",NA
"2","ComprehensiveModel",2022,48,32,6500.99500000002,6665.31666666667,6757.51133333335,6849.75416666667,6999.67500000001,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Amhara",NA
"3","ComprehensiveModel",2023,48,32,6492.16000000001,6671.53750000002,6792.54550000001,6909.79583333336,7058.09833333335,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Amhara",NA
"4","ComprehensiveModel",2024,48,32,6502.76750000002,6710.075,6829.53000000001,6953.29166666668,7091.36916666669,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Amhara",NA
"5","ComprehensiveModel",2025,48,32,6925.55083333336,7153.63333333335,7296.93650000002,7442.49166666668,7661.17833333332,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Amhara",NA
"6","ComprehensiveModel",2026,48,32,6980.84666666668,7218.15,7377.37050000002,7538.69166666669,7795.21750000002,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Amhara",NA
"7","ComprehensiveModel",2027,48,32,7084.06000000002,7270.65833333335,7464.22050000001,7610.59583333334,7951.17666666667,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Amhara",NA
"8","ComprehensiveModel",2028,48,32,7081.06333333333,7334.01250000001,7552.20616666668,7737.28333333335,8077.68333333337,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Amhara",NA
"9","ComprehensiveModel",2029,48,32,7132.98166666666,7416.78750000002,7648.67416666668,7865.3166666667,8204.50666666668,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Amhara",NA
"10","ComprehensiveModel",2030,48,32,7220.46833333334,7509.95000000002,7746.93100000002,7953.16250000001,8369.60583333334,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Amhara",NA
"11","ComprehensiveModel",2031,48,32,7246.98833333335,7585.46666666668,7846.48150000002,8048.93750000001,8469.87250000002,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Amhara",NA
"12","ComprehensiveModel",2032,48,32,7285.85416666668,7648.58333333335,7945.20216666668,8186.64166666669,8719.57666666669,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Amhara",NA
"13","ComprehensiveModel",2033,48,32,7387.69,7709.74583333334,8036.97233333335,8293.12083333335,8905.71916666667,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Amhara",NA
