"","Scenario_ID","Year","WeeksPerYr.x","HrsPerWeek.x","CI05","CI25","CI50","CI75","CI95","WeeksPerYr.y","HrsPerWeek.y","BaselinePop","o_PopGrowth","o_Fertility_decr","o_MHIVTB_decr","o_ChildDis_decr","sheet_TaskValues","sheet_PopValues","sheet_SeasonalityCurves","sheet_Cadre","DeliveryModel","Geography_dontedit","Notes"
"1","ComprehensiveModel",2021,48,32,3301.37166666668,3465.88333333334,3536.13666666668,3614.51250000001,3699.15916666669,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Benishangul Gumuz",NA
"2","ComprehensiveModel",2022,48,32,3311.79250000001,3499.46666666667,3587.17966666668,3687.26250000001,3811.12500000002,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Benishangul Gumuz",NA
"3","ComprehensiveModel",2023,48,32,3357.10083333335,3538.07500000001,3643.66866666668,3761.17500000001,3895.84333333335,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Benishangul Gumuz",NA
"4","ComprehensiveModel",2024,48,32,3362.86250000002,3590.62083333334,3705.29333333334,3830.85416666668,4008.09500000001,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Benishangul Gumuz",NA
"5","ComprehensiveModel",2025,48,32,3389.86416666668,3611.10416666668,3767.38250000001,3922.14166666667,4150.04916666668,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Benishangul Gumuz",NA
"6","ComprehensiveModel",2026,48,32,3426.82083333334,3670.66666666668,3837.95333333334,4007.00833333334,4284.09,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Benishangul Gumuz",NA
"7","ComprehensiveModel",2027,48,32,3429.96083333335,3714.11250000001,3902.10516666668,4063.25833333334,4384.83916666667,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Benishangul Gumuz",NA
"8","ComprehensiveModel",2028,48,32,3510.76083333335,3773.30416666668,3971.96350000001,4158.34166666667,4492.30916666668,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Benishangul Gumuz",NA
"9","ComprehensiveModel",2029,48,32,3492.53166666667,3854.70833333333,4045.56450000001,4261.925,4605.33000000001,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Benishangul Gumuz",NA
"10","ComprehensiveModel",2030,48,32,3601.84833333334,3880.13750000001,4121.41116666667,4321.49583333334,4748.9275,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Benishangul Gumuz",NA
