"","Scenario_ID","Year","WeeksPerYr.x","HrsPerWeek.x","CI05","CI25","CI50","CI75","CI95","WeeksPerYr.y","HrsPerWeek.y","BaselinePop","o_PopGrowth","o_Fertility_decr","o_MHIVTB_decr","o_ChildDis_decr","sheet_TaskValues","sheet_PopValues","sheet_SeasonalityCurves","sheet_Cadre","DeliveryModel","Geography_dontedit","Notes"
"1","ComprehensiveModel",2021,48,32,3511.03416666668,3687.90833333335,3751.56466666668,3833.69166666668,3950.67500000002,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"2","ComprehensiveModel",2022,48,32,3516.91916666668,3731.66666666668,3794.76400000001,3894.50833333334,4007.065,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"3","ComprehensiveModel",2023,48,32,3540.25083333335,3737.05,3844.74100000001,3968.87083333334,4075.75166666667,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"4","ComprehensiveModel",2024,48,32,3563.44916666668,3790.43333333334,3906.93366666668,4043.76666666668,4162.16583333335,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"5","ComprehensiveModel",2025,48,32,3582.47416666667,3816.07500000001,3965.53466666668,4126.72083333335,4322.45166666668,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"6","ComprehensiveModel",2026,48,32,3609.35166666667,3836.67500000001,4018.09783333334,4191.125,4413.67750000001,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"7","ComprehensiveModel",2027,48,32,3631.38833333334,3849.30000000001,4059.88000000001,4253.1375,4522.36583333334,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"8","ComprehensiveModel",2028,48,32,3663.73416666667,3896.57500000001,4112.94583333334,4343.87083333334,4569.29500000001,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"9","ComprehensiveModel",2029,48,32,3637.51333333334,3923.71666666667,4166.18666666667,4408.70416666667,4665.57666666667,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"10","ComprehensiveModel",2030,48,32,3630.07333333334,3952.4125,4222.37050000001,4477.70000000001,4741.38500000001,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"11","ComprehensiveModel",2031,48,32,3693.04666666667,4024.22500000001,4299.90650000001,4570.9875,4798.22666666668,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"12","ComprehensiveModel",2032,48,32,3747.17166666667,4125.01250000001,4384.66500000001,4674.79583333334,4943.32583333333,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"13","ComprehensiveModel",2033,48,32,3784.77333333333,4219.75833333334,4452.92766666667,4714.28750000001,5021.25,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"14","ComprehensiveModel",2034,48,32,3883.27333333334,4278.82500000001,4535.54700000001,4776.75416666667,5227.99750000001,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"15","ComprehensiveModel",2035,48,32,3894.82916666667,4322.5125,4625.75833333334,4895.56666666667,5418.15666666667,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"16","Comprehensive_A",2021,48,32,3429.22333333334,3591.35416666668,3648.88983333335,3723.17916666669,3830.05500000002,48,32,5000,FALSE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"17","Comprehensive_A",2022,48,32,3338.04166666668,3527.01250000001,3587.83450000001,3671.70416666668,3779.38833333334,48,32,5000,FALSE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"18","Comprehensive_A",2023,48,32,3271.52083333335,3447.90833333334,3528.84400000001,3621.46666666668,3724.47000000001,48,32,5000,FALSE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"19","Comprehensive_A",2024,48,32,3215.81666666668,3406.89583333334,3486.52766666668,3608.64166666668,3694.83166666668,48,32,5000,FALSE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"20","Comprehensive_A",2025,48,32,3139.09833333334,3328.10833333335,3438.87266666667,3572.30000000001,3687.63250000002,48,32,5000,FALSE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
"21","Comprehensive_A",2026,48,32,3099.15083333334,3262.99166666667,3391.04900000001,3533.67083333335,3659.66416666667,48,32,5000,FALSE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Gambela",NA
