"","Scenario_ID","Year","WeeksPerYr.x","HrsPerWeek.x","CI05","CI25","MeanHrs","CI75","CI95","WeeksPerYr.y","HrsPerWeek.y","BaselinePop","o_PopGrowth","o_Fertility_decr","o_MHIVTB_decr","o_ChildDis_decr","sheet_TaskValues","sheet_PopValues","sheet_SeasonalityCurves","sheet_Cadre","DeliveryModel","Geography_dontedit","Notes"
"1","ComprehensiveModel",2021,48,32,6755.1025,6878.225,6961.41066666667,7050.95,7174.05583333333,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Benishangul Gumuz",NA
"2","ComprehensiveModel",2022,48,32,6763.36249999999,6932.5375,7044.63366666667,7148.94166666669,7281.79500000001,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Benishangul Gumuz",NA
"3","ComprehensiveModel",2023,48,32,6814.7975,6990.08333333335,7128.12666666668,7281.14166666668,7397.28583333334,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Benishangul Gumuz",NA
"4","ComprehensiveModel",2024,48,32,6820.49333333335,7076.27083333334,7215.68733333334,7349.075,7564.36833333335,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Benishangul Gumuz",NA
"5","ComprehensiveModel",2025,48,32,7265.01250000002,7552.80416666669,7737.90250000001,7904.03333333336,8178.10666666669,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Benishangul Gumuz",NA
"6","ComprehensiveModel",2026,48,32,7290.48666666668,7671.49166666668,7840.14733333335,8034.46250000001,8390.22416666667,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Benishangul Gumuz",NA
"7","ComprehensiveModel",2027,48,32,7393.67500000002,7747.77083333335,7935.69116666668,8110.70000000002,8524.52916666669,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Benishangul Gumuz",NA
"8","ComprehensiveModel",2028,48,32,7474.34583333336,7786.95416666666,8033.61750000001,8259.41250000001,8698.35416666665,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Benishangul Gumuz",NA
"9","ComprehensiveModel",2029,48,32,7550.69750000003,7876.87500000002,8138.92250000001,8374.40416666667,8852.50833333334,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Benishangul Gumuz",NA
"10","ComprehensiveModel",2030,48,32,7639.94416666668,7959.58333333334,8251.40716666668,8520.85000000001,8993.21083333334,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Benishangul Gumuz",NA
"11","ComprehensiveModel",2031,48,32,7687.00000000003,8075.03333333337,8370.64950000001,8700.3875,9202.96249999999,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Benishangul Gumuz",NA
"12","ComprehensiveModel",2032,48,32,7731.52666666669,8180.32916666666,8501.79266666668,8858.57083333334,9348.62916666668,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Benishangul Gumuz",NA
"13","ComprehensiveModel",2033,48,32,7802.96583333337,8269.93333333335,8620.10850000001,8978.00416666667,9582.70499999999,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Benishangul Gumuz",NA
"14","ComprehensiveModel",2034,48,32,7882.61833333335,8382.4,8750.64250000001,9129.00000000001,9760.22000000001,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Benishangul Gumuz",NA
"15","ComprehensiveModel",2035,48,32,7975.19250000001,8475.03750000001,8882.47733333334,9299.00000000001,9902.27333333333,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Benishangul Gumuz",NA
"16","Comprehensive_A",2021,48,32,6610.13083333334,6733.43333333335,6813.02833333334,6893.74166666668,7011.29916666667,48,32,5000,FALSE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Benishangul Gumuz",NA
"17","Comprehensive_A",2022,48,32,6510.68250000001,6653.76666666668,6749.70233333334,6838.65000000002,6965.73416666667,48,32,5000,FALSE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Benishangul Gumuz",NA
"18","Comprehensive_A",2023,48,32,6428.65750000002,6576.51666666668,6681.39850000001,6795.78333333334,6907.44000000003,48,32,5000,FALSE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Benishangul Gumuz",NA
"19","Comprehensive_A",2024,48,32,6339.88416666668,6527.29166666668,6620.61250000001,6721.91250000001,6887.67916666668,48,32,5000,FALSE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Benishangul Gumuz",NA
"20","Comprehensive_A",2025,48,32,6632.74583333334,6870.84166666669,6995.02150000001,7115.93750000002,7307.89833333335,48,32,5000,FALSE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Benishangul Gumuz",NA
"21","Comprehensive_A",2026,48,32,6592.07833333334,6833.25000000002,6945.21733333335,7076.04166666668,7269.93916666668,48,32,5000,FALSE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Benishangul Gumuz",NA
"22","Comprehensive_A",2027,48,32,6559.80583333335,6771.82500000001,6895.98566666668,7033.02083333334,7258.51916666668,48,32,5000,FALSE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Benishangul Gumuz",NA
"23","Comprehensive_A",2028,48,32,6497.75000000001,6696.50000000002,6846.96650000001,7001.18333333334,7196.43416666668,48,32,5000,FALSE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Benishangul Gumuz",NA
"24","Comprehensive_A",2029,48,32,6443.16583333336,6638.06666666669,6806.14766666668,6952.03333333336,7165.73833333336,48,32,5000,FALSE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Benishangul Gumuz",NA
"25","Comprehensive_A",2030,48,32,6402.41416666668,6611.67083333335,6770.97433333335,6937.93333333336,7113.01666666668,48,32,5000,FALSE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Benishangul Gumuz",NA
"26","Comprehensive_A",2031,48,32,6388.15916666668,6567.81666666668,6742.47166666668,6921.70000000001,7098.38416666667,48,32,5000,FALSE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Benishangul Gumuz",NA
"27","Comprehensive_A",2032,48,32,6308.06000000002,6550.41666666669,6720.42416666668,6899.30833333334,7075.29250000002,48,32,5000,FALSE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Benishangul Gumuz",NA
"28","Comprehensive_A",2033,48,32,6284.98500000001,6502.05833333335,6691.14400000001,6868.15000000003,7048.97333333332,48,32,5000,FALSE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Benishangul Gumuz",NA
"29","Comprehensive_A",2034,48,32,6276.49500000001,6474.72083333334,6670.18433333335,6840.52500000001,7000.56416666669,48,32,5000,FALSE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Benishangul Gumuz",NA
"30","Comprehensive_A",2035,48,32,6211.18416666668,6464.45833333335,6647.25000000002,6826.87083333335,7050.785,48,32,5000,FALSE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Benishangul Gumuz",NA
"31","Comprehensive_B",2021,48,32,6620.89916666668,6745.11250000001,6825.40450000001,6904.57916666665,7017.42083333333,48,32,5000,FALSE,FALSE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Benishangul Gumuz",NA
"32","Comprehensive_B",2022,48,32,6525.94166666669,6679.94166666667,6776.13083333334,6862.31666666667,6983.56333333334,48,32,5000,FALSE,FALSE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Benishangul Gumuz",NA
"33","Comprehensive_B",2023,48,32,6487.55833333335,6614.46250000001,6717.31033333334,6835.65416666668,6934.72083333332,48,32,5000,FALSE,FALSE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Benishangul Gumuz",NA
"34","Comprehensive_B",2024,48,32,6387.99083333335,6563.30000000001,6674.34866666668,6784.39166666669,6940.53250000001,48,32,5000,FALSE,FALSE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Benishangul Gumuz",NA
"35","Comprehensive_B",2025,48,32,6714.77333333334,6945.92916666668,7058.95083333335,7181.95000000001,7364.43416666667,48,32,5000,FALSE,FALSE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Benishangul Gumuz",NA
"36","Comprehensive_B",2026,48,32,6666.65500000002,6909.73750000001,7021.03583333335,7154.99583333336,7345.05916666668,48,32,5000,FALSE,FALSE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Benishangul Gumuz",NA
"37","Comprehensive_B",2027,48,32,6651.18250000002,6860.95000000001,6981.35533333335,7126.33333333335,7350.95916666669,48,32,5000,FALSE,FALSE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Benishangul Gumuz",NA
"38","Comprehensive_B",2028,48,32,6579.93833333334,6798.08333333335,6943.94033333335,7088.67500000002,7299.07083333335,48,32,5000,FALSE,FALSE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Benishangul Gumuz",NA
"39","Comprehensive_B",2029,48,32,6527.37166666668,6744.47083333336,6908.20900000001,7063.92500000002,7245.70333333336,48,32,5000,FALSE,FALSE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Benishangul Gumuz",NA
"40","Comprehensive_B",2030,48,32,6499.64166666668,6710.77500000002,6878.13566666668,7043.78750000002,7226.58166666667,48,32,5000,FALSE,FALSE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Benishangul Gumuz",NA
"41","Comprehensive_B",2031,48,32,6486.66500000001,6683.42500000003,6855.89466666668,7021.72083333335,7183.08166666669,48,32,5000,FALSE,FALSE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Benishangul Gumuz",NA
"42","Comprehensive_B",2032,48,32,6381.47333333334,6665.54583333333,6839.05233333335,7031.33750000001,7192.28083333332,48,32,5000,FALSE,FALSE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Benishangul Gumuz",NA
"43","Comprehensive_B",2033,48,32,6385.69416666667,6627.22083333335,6811.79933333335,6970.97916666667,7198.05333333336,48,32,5000,FALSE,FALSE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Benishangul Gumuz",NA
"44","Comprehensive_B",2034,48,32,6403.2741666667,6591.69583333335,6791.87666666668,6945.86250000002,7156.89333333335,48,32,5000,FALSE,FALSE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Benishangul Gumuz",NA
"45","Comprehensive_B",2035,48,32,6347.18250000001,6597.70416666669,6772.31466666668,6919.25416666668,7184.97333333333,48,32,5000,FALSE,FALSE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Benishangul Gumuz",NA
