"","Scenario_ID","Year","WeeksPerYr.x","HrsPerWeek.x","CI05","CI25","CI50","CI75","CI95","WeeksPerYr.y","HrsPerWeek.y","BaselinePop","o_PopGrowth","o_Fertility_decr","o_MHIVTB_decr","o_ChildDis_decr","sheet_TaskValues","sheet_PopValues","sheet_SeasonalityCurves","sheet_Cadre","DeliveryModel","Geography_dontedit","Notes"
"1","ComprehensiveModel",2021,48,32,2822.67166666668,2925.55416666667,2997.59750000001,3079.87083333334,3161.50500000001,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Somali",NA
"2","ComprehensiveModel",2022,48,32,2931.54000000001,3075.93333333334,3162.93100000001,3279.87500000001,3376.32333333334,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Somali",NA
"3","ComprehensiveModel",2023,48,32,3080.51416666668,3222.21666666668,3340.54750000001,3459.21666666668,3587.32083333333,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Somali",NA
"4","ComprehensiveModel",2024,48,32,3212.01666666668,3384.72083333334,3512.44766666668,3660.91250000001,3814.50416666668,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Somali",NA
"5","ComprehensiveModel",2025,48,32,3333.25333333335,3534.33333333335,3684.14133333335,3878.85416666668,4048.07500000002,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Somali",NA
"6","ComprehensiveModel",2026,48,32,3400.21500000001,3580.65000000001,3763.86550000001,3962.36250000001,4144.17416666668,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Somali",NA
"7","ComprehensiveModel",2027,48,32,3404.16,3626.47500000001,3829.43850000001,4023.33333333335,4285.43250000002,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Somali",NA
"8","ComprehensiveModel",2028,48,32,3444.50166666668,3693.05000000001,3895.30116666668,4103.41666666668,4382.48166666668,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Somali",NA
"9","ComprehensiveModel",2029,48,32,3477.53416666667,3769.62916666668,3960.21466666668,4162.29166666668,4520.19583333334,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Somali",NA
"10","ComprehensiveModel",2030,48,32,3411.45916666668,3771.27500000001,4014.07933333334,4279.72083333334,4644.42500000001,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Somali",NA
"11","ComprehensiveModel",2031,48,32,3450.2575,3812.15833333334,4059.62050000001,4252.95833333334,4733.64166666668,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Somali",NA
"12","ComprehensiveModel",2032,48,32,3471.96500000001,3824.00833333335,4115.05566666668,4372.29166666668,4937.81833333335,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Somali",NA
"13","ComprehensiveModel",2033,48,32,3483.86750000001,3835.70416666668,4140.11000000001,4360.86250000001,5000.97916666668,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Somali",NA
"14","ComprehensiveModel",2034,48,32,3578.55166666668,3854.09583333335,4163.63966666668,4393.16250000001,4931.99416666668,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Somali",NA
"15","ComprehensiveModel",2035,48,32,3562.06916666668,3864.73750000001,4188.19533333334,4464.96666666668,5111.08000000001,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Somali",NA
"16","Comprehensive_A",2021,48,32,2728.29166666667,2826.11250000001,2890.10550000001,2967.65833333334,3045.42416666668,48,32,5000,FALSE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Somali",NA
"17","Comprehensive_A",2022,48,32,2741.50583333334,2863.62500000001,2938.59333333334,3029.64166666667,3129.34416666668,48,32,5000,FALSE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Somali",NA
"18","Comprehensive_A",2023,48,32,2783.23333333334,2910.38750000001,2993.56283333334,3085.25833333335,3194.98333333334,48,32,5000,FALSE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Somali",NA
"19","Comprehensive_A",2024,48,32,2808.31916666667,2945.29166666667,3039.85600000001,3147.70416666668,3257.89083333334,48,32,5000,FALSE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Somali",NA
"20","Comprehensive_A",2025,48,32,2825.04833333334,2976.97916666667,3078.56133333334,3204.69166666667,3331.87833333335,48,32,5000,FALSE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Somali",NA
"21","Comprehensive_A",2026,48,32,2793.52416666667,2919.17916666667,3041.31916666668,3183.42083333335,3304.70083333334,48,32,5000,FALSE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Somali",NA
"22","Comprehensive_A",2027,48,32,2721.23416666668,2868.20000000001,2995.26950000001,3121.61666666668,3255.22916666668,48,32,5000,FALSE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Somali",NA
"23","Comprehensive_A",2028,48,32,2679.1675,2817.40833333334,2949.62200000001,3073.95000000001,3221.89166666668,48,32,5000,FALSE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Somali",NA
"24","Comprehensive_A",2029,48,32,2628.84916666667,2786.11666666667,2902.18716666667,3009.15416666667,3211.08166666667,48,32,5000,FALSE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Somali",NA
"25","Comprehensive_A",2030,48,32,2531.72916666667,2738.49583333334,2853.11733333334,2978.08333333334,3174.08666666667,48,32,5000,FALSE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Somali",NA
"26","Comprehensive_A",2031,48,32,2503.82583333333,2686.97083333333,2802.09300000001,2931.68333333334,3149.79666666667,48,32,5000,FALSE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Somali",NA
"27","Comprehensive_A",2032,48,32,2440.985,2620.42500000001,2758.70416666667,2875.36250000001,3105.95166666668,48,32,5000,FALSE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Somali",NA
"28","Comprehensive_A",2033,48,32,2387.29166666667,2573.5,2698.77000000001,2830.25000000001,3043.61833333334,48,32,5000,FALSE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Somali",NA
"29","Comprehensive_A",2034,48,32,2362.89,2502.56666666667,2643.06833333334,2788.76666666667,2979.9325,48,32,5000,FALSE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Somali",NA
"30","Comprehensive_A",2035,48,32,2297.7475,2445.725,2589.83483333334,2710.575,2948.03416666667,48,32,5000,FALSE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Somali",NA
"31","Comprehensive_B",2021,48,32,2755.37250000001,2851.40833333334,2913.41833333334,2991.12916666667,3057.63250000002,48,32,5000,FALSE,FALSE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Somali",NA
"32","Comprehensive_B",2022,48,32,2766.02083333334,2917.07916666668,2986.37850000001,3070.02083333334,3202.35750000001,48,32,5000,FALSE,FALSE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Somali",NA
"33","Comprehensive_B",2023,48,32,2848.65583333335,2971.90416666668,3068.86250000001,3156.87500000002,3291.20833333335,48,32,5000,FALSE,FALSE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Somali",NA
"34","Comprehensive_B",2024,48,32,2897.89250000001,3026.20833333334,3140.92516666668,3249.75416666668,3382.13250000001,48,32,5000,FALSE,FALSE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Somali",NA
"35","Comprehensive_B",2025,48,32,2948.71083333334,3098.9375,3208.40550000001,3351.29583333335,3478.485,48,32,5000,FALSE,FALSE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Somali",NA
"36","Comprehensive_B",2026,48,32,2930.66500000001,3051.42083333334,3199.63716666668,3346.39166666668,3472.15583333334,48,32,5000,FALSE,FALSE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Somali",NA
