"","Scenario_ID","Year","WeeksPerYr.x","HrsPerWeek.x","CI05","CI25","MeanHrs","CI75","CI95","WeeksPerYr.y","HrsPerWeek.y","BaselinePop","o_PopGrowth","o_Fertility_decr","o_MHIVTB_decr","o_ChildDis_decr","sheet_TaskValues","sheet_PopValues","sheet_SeasonalityCurves","sheet_Cadre","DeliveryModel","Geography_dontedit","Notes"
"1","ComprehensiveModel",2021,48,32,6161.1275,6278.46666666667,6368.43350000001,6438.67916666668,6564.80416666667,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Somali",NA
"2","ComprehensiveModel",2022,48,32,6314.10750000001,6471.68333333335,6568.23100000001,6679.30000000002,6807.92000000002,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Somali",NA
"3","ComprehensiveModel",2023,48,32,6488.48083333333,6633.05416666667,6774.89350000001,6905.85416666667,7057.95833333333,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Somali",NA
"4","ComprehensiveModel",2024,48,32,6654.42666666668,6805.81666666667,6974.72166666667,7111.62083333333,7315.41000000002,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Somali",NA
"5","ComprehensiveModel",2025,48,32,7237.01750000001,7419.37083333335,7607.72733333335,7771.92500000001,8055.69250000001,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Somali",NA
"6","ComprehensiveModel",2026,48,32,7259.50833333336,7519.79583333334,7719.98950000001,7930.34583333334,8232.36583333333,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Somali",NA
"7","ComprehensiveModel",2027,48,32,7357.70250000002,7566.67083333337,7818.38850000002,8012.25000000002,8385.35333333336,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Somali",NA
"8","ComprehensiveModel",2028,48,32,7377.47500000002,7640.20833333334,7913.82316666668,8128.87500000001,8559.44750000001,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Somali",NA
"9","ComprehensiveModel",2029,48,32,7432.66666666669,7708.3125,8011.12666666668,8247.72916666669,8697.39833333334,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Somali",NA
"10","ComprehensiveModel",2030,48,32,7456.48000000003,7809.56666666668,8102.08333333335,8328.53333333335,8823.09250000001,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Somali",NA
"11","ComprehensiveModel",2031,48,32,7554.8266666667,7875.60833333335,8177.38650000001,8445.87083333334,9045.74500000002,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Somali",NA
"12","ComprehensiveModel",2032,48,32,7507.84333333336,7939.61250000002,8259.51766666668,8558.01250000002,9137.35916666669,48,32,5000,TRUE,TRUE,TRUE,TRUE,"TV_Comprehensive","PopValues","SeasonalityCurves","Cadres_Comprehensive","Comprehensive","Somali",NA
